Ref. No., Name, Type, System, Line Number, System Description, Inlet Bore, Outlet Bore, Pipe Length, Material, Detailed Description, Room, Room Description, Level, Building, File Reference
28634/4013, NA, ELBO, 1DVF, /1DVF1440TY-, 1HFA & 1HFB Chilled Water System (non-Weld), 25, 25, 60, ASTM A234,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/4013, NA, PIPE, 1DVF, /1DVF1440TY-, 1HFA & 1HFB Chilled Water System (non-Weld), 25, 25, 100,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/4012, NA, PIPE, 1DVF, /1DVF1440TY-, 1HFA & 1HFB Chilled Water System (non-Weld), 15, 15, 50,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
20442/22573, ileave tube of /1DVF1441TYB0001, PIPE, 1DVF, /1DVF1441TY-, 1HFA & 1HFB Chilled Water System, 25, 25, 36,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/5034, NA, ELBO, 1DVF, /1DVF1441TY-, 1HFA & 1HFB Chilled Water System, 25, 25, 60, ASTM A234,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/5034, NA, PIPE, 1DVF, /1DVF1441TY-, 1HFA & 1HFB Chilled Water System, 25, 25, 424,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
20442/72898, NA, ELBO, 1DVF, /1DVF1441TY-, 1HFA & 1HFB Chilled Water System, 25, 25, 60, ASTM A234,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
20442/72898, NA, PIPE, 1DVF, /1DVF1441TY-, 1HFA & 1HFB Chilled Water System, 25, 25, 148,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/4711, /1DVF1417VN-, VALV, 1DVF, /1DVF1441TY-, 1HFA & 1HFB Chilled Water System, 25, 25, 74, Manufacturer Specified,SOCKET BALL VALVE PN16,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, Ball_Valve_01
28634/4711, ileave tube of /1DVF1417VN-, PIPE, 1DVF, /1DVF1441TY-, 1HFA & 1HFB Chilled Water System, 25, 25, 664,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
45018/2270, NA, ELBO, 1DVF, /1DVF1441TY-, 1HFA & 1HFB Chilled Water System, 25, 25, 42, ASTM A234,45 LONG RADIUS ELBOW_SCH 40_ASME B16.9,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
45018/2270, NA, PIPE, 1DVF, /1DVF1441TY-, 1HFA & 1HFB Chilled Water System, 25, 25, 11,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
36826/1205, /1DVF1441TYB0001T001, TEE, 1DVF, /1DVF1441TY-, 1HFA & 1HFB Chilled Water System, 25, 25, 76, ASTM A234,EQUAL TEE SCH 40_ASME B16.9,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
36826/1205, ileave tube of /1DVF1441TYB0001T001, PIPE, 1DVF, /1DVF1441TY-, 1HFA & 1HFB Chilled Water System, 25, 25, 203,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
36826/1203, NA, ELBO, 1DVF, /1DVF1441TY-, 1HFA & 1HFB Chilled Water System, 25, 25, 60, ASTM A234,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
36826/1203, NA, PIPE, 1DVF, /1DVF1441TY-, 1HFA & 1HFB Chilled Water System, 25, 25, 100,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
36826/1204, NA, PIPE, 1DVF, /1DVF1441TY-, 1HFA & 1HFB Chilled Water System, 15, 15, 71,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
20442/17977, ileave tube of /1DVF1442TYB0001, PIPE, 1DVF, /1DVF1442TY-, 1HFA & 1HFB Chilled Water System, 25, 25, 100,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
36826/1202, /1DVF1418VN-, VALV, 1DVF, /1DVF1442TY-, 1HFA & 1HFB Chilled Water System, 25, 25, 74, Manufacturer Specified,SOCKET BALL VALVE PN16,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, Ball_Valve_01
36826/1202, ileave tube of /1DVF1418VN-, PIPE, 1DVF, /1DVF1442TY-, 1HFA & 1HFB Chilled Water System, 25, 25, 117,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
36826/1206, NA, ELBO, 1DVF, /1DVF1442TY-, 1HFA & 1HFB Chilled Water System, 25, 25, 60, ASTM A234,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
36826/1206, NA, PIPE, 1DVF, /1DVF1442TY-, 1HFA & 1HFB Chilled Water System, 25, 25, 100,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
36826/1207, NA, FLAN, 1DVF, /1DVF1442TY-, 1HFA & 1HFB Chilled Water System, 25, 25, 40, ASTM A105,WELDING NECK RF FLANGE BS EN 1092-2 PN16,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
36826/1208, NA, GASK, 1DVF, /1DVF1442TY-, 1HFA & 1HFB Chilled Water System, 25, 25, 2, 1.5mm Exfoliated Graphite,BS EN 1092-2 PN16,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
36826/1209, NA, FLAN, 1DVF, /1DVF1442TY-, 1HFA & 1HFB Chilled Water System, 25, 25, 40, ASTM A105,WELDING NECK RF FLANGE BS EN 1092-2 PN16,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
36826/1209, NA, PIPE, 1DVF, /1DVF1442TY-, 1HFA & 1HFB Chilled Water System, 25, 25, 127,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
20442/22602, NA, ELBO, 1DVF, /1DVF1442TY-, 1HFA & 1HFB Chilled Water System, 25, 25, 60, ASTM A234,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
20442/22602, NA, PIPE, 1DVF, /1DVF1442TY-, 1HFA & 1HFB Chilled Water System, 25, 25, 175,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/4678, /1DVF1442TYB0001T001, TEE, 1DVF, /1DVF1442TY-, 1HFA & 1HFB Chilled Water System, 25, 25, 76, ASTM A234,EQUAL TEE SCH 40_ASME B16.9,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/4676, NA, FLAN, 1DVF, /1DVF1442TY-, 1HFA & 1HFB Chilled Water System, 25, 25, 40, ASTM A105,WELDING NECK RF FLANGE BS EN 1092-2 PN16,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/4677, NA, GASK, 1DVF, /1DVF1442TY-, 1HFA & 1HFB Chilled Water System, 25, 25, 2, 1.5mm Exfoliated Graphite,BS EN 1092-2 PN16,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/4679, ileave tube of /1DVF1442TYB0002, PIPE, 1DVF, /1DVF1442TY-, 1HFA & 1HFB Chilled Water System, 25, 25, 240,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
36826/1201, /1DVF1419VN-, VALV, 1DVF, /1DVF1442TY-, 1HFA & 1HFB Chilled Water System, 25, 25, 74, Manufacturer Specified,SOCKET BALL VALVE PN16,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, Ball_Valve_01
28634/28766, NA, ELBO, 1DVF, /1DVF1443TY-, 1HFA & 1HFB Chilled Water System, 25, 25, 60, ASTM A234,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/28766, NA, PIPE, 1DVF, /1DVF1443TY-, 1HFA & 1HFB Chilled Water System, 25, 25, 75,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/28768, NA, ELBO, 1DVF, /1DVF1443TY-, 1HFA & 1HFB Chilled Water System, 25, 25, 42, ASTM A234,45 LONG RADIUS ELBOW_SCH 40_ASME B16.9,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/28768, NA, PIPE, 1DVF, /1DVF1443TY-, 1HFA & 1HFB Chilled Water System, 25, 25, 400,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/28767, /1DVF1416VN-, VALV, 1DVF, /1DVF1443TY-, 1HFA & 1HFB Chilled Water System, 25, 25, 74, Manufacturer Specified,SOCKET BALL VALVE PN16,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, Ball_Valve_01
28634/28767, ileave tube of /1DVF1416VN-, PIPE, 1DVF, /1DVF1443TY-, 1HFA & 1HFB Chilled Water System, 25, 25, 200,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/28769, NA, PIPE, 1DVF, /1DVF1443TY-, 1HFA & 1HFB Chilled Water System, 15, 15, 75,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/29144, ileave tube of /1DVF1444TYB0001, PIPE, 1DVF, /1DVF1444TY-, 1HFA & 1HFB Chilled Water System (non-Weld), 15, 15, 98,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/29145, NA, BEND, 1DVF, /1DVF1444TY-, 1HFA & 1HFB Chilled Water System (non-Weld), 15, 15, 30,  ASTM A53 GRADE A,BEND ISO 4200,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/29145, NA, PIPE, 1DVF, /1DVF1444TY-, 1HFA & 1HFB Chilled Water System (non-Weld), 15, 15, 145,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/29146, NA, BEND, 1DVF, /1DVF1444TY-, 1HFA & 1HFB Chilled Water System (non-Weld), 15, 15, 30,  ASTM A53 GRADE A,BEND ISO 4200,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/29146, NA, PIPE, 1DVF, /1DVF1444TY-, 1HFA & 1HFB Chilled Water System (non-Weld), 15, 15, 100,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/29147, NA, PIPE, 1DVF, /1DVF1444TY-, 1HFA & 1HFB Chilled Water System (non-Weld), 25, 25, 1945,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/29148, NA, BEND, 1DVF, /1DVF1444TY-, 1HFA & 1HFB Chilled Water System (non-Weld), 25, 25, 30,  ASTM A53 GRADE A,BEND ISO 4200,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/29148, NA, PIPE, 1DVF, /1DVF1444TY-, 1HFA & 1HFB Chilled Water System (non-Weld), 25, 25, 2641,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/29149, NA, BEND, 1DVF, /1DVF1444TY-, 1HFA & 1HFB Chilled Water System (non-Weld), 25, 25, 30,  ASTM A53 GRADE A,BEND ISO 4200,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/29149, NA, PIPE, 1DVF, /1DVF1444TY-, 1HFA & 1HFB Chilled Water System (non-Weld), 25, 25, 2033,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/29150, NA, BEND, 1DVF, /1DVF1444TY-, 1HFA & 1HFB Chilled Water System (non-Weld), 25, 25, 30,  ASTM A53 GRADE A,BEND ISO 4200,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/29150, NA, PIPE, 1DVF, /1DVF1444TY-, 1HFA & 1HFB Chilled Water System (non-Weld), 25, 25, 1598,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/3176, ileave tube of /1DVF1450TYB0001, PIPE, 1DVF, /1DVF1450TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 351,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
20442/43105, NA, ELBO, 1DVF, /1DVF1450TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 239, ASTM A234,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
20442/43105, NA, PIPE, 1DVF, /1DVF1450TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 132,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
20442/61941, ileave tube of /1HFA23ST0007.2, PIPE, 1DVF, /1DVF1450TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 78,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
28634/4467, NA, FLAN, 1DVF, /1DVF1450TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 52, ASTM A105,WELDING NECK RF FLANGE BS EN 1092-2 PN16,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
28634/4466, NA, GASK, 1DVF, /1DVF1450TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 2, 1.5mm Exfoliated Graphite,BS EN 1092-2 PN16,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
28634/3182, /1DVF1451VN-, VALV, 1DVF, /1DVF1450TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 278, Manufacturer Specified,Flanged Control Ball Valve PN16 EN 1092,/1HFB2303ZL-, Roof Top, 23,  1HF Building, Ball_Valve_02
28634/4468, NA, GASK, 1DVF, /1DVF1450TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 2, 1.5mm Exfoliated Graphite,BS EN 1092-2 PN16,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
28634/4469, NA, FLAN, 1DVF, /1DVF1450TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 52, ASTM A105,WELDING NECK RF FLANGE BS EN 1092-2 PN16,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
28634/4469, NA, PIPE, 1DVF, /1DVF1450TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 97,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
28634/3183, /1DVF1450TYB0001T001, TEE, 1DVF, /1DVF1450TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 210, ASTM A234,EQUAL TEE SCH 40_ASME B16.9,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
28634/3183, ileave tube of /1DVF1450TYB0001T001, PIPE, 1DVF, /1DVF1450TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 100,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
28634/4470, NA, FLAN, 1DVF, /1DVF1450TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 52, ASTM A105,WELDING NECK RF FLANGE BS EN 1092-2 PN16,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
28634/4471, NA, GASK, 1DVF, /1DVF1450TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 2, 1.5mm Exfoliated Graphite,BS EN 1092-2 PN16,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
28634/3184, /1DVF1450VN-, VALV, 1DVF, /1DVF1450TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 278, Manufacturer Specified,Flanged Control Ball Valve PN16 EN 1092,/1HFB2303ZL-, Roof Top, 23,  1HF Building, Ball_Valve_02
28634/4472, NA, GASK, 1DVF, /1DVF1450TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 2, 1.5mm Exfoliated Graphite,BS EN 1092-2 PN16,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
28634/4473, NA, FLAN, 1DVF, /1DVF1450TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 52, ASTM A105,WELDING NECK RF FLANGE BS EN 1092-2 PN16,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
28634/4473, NA, PIPE, 1DVF, /1DVF1450TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 968,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
20442/48508, ileave tube of /1HFA23ST0015.2, PIPE, 1DVF, /1DVF1450TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 2237,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
28634/20565, /1DVF1450TYB0001L001, OLET, 1DVF, /1DVF1450TY-, 1HFA & 1HFB Chilled Water System, 100, 15, 0, ASTM A105,THREADOLET 3000# MSS SP97,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
28634/20565, ileave tube of /1DVF1450TYB0001L001, PIPE, 1DVF, /1DVF1450TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 201,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
20442/48574, ileave tube of /1HFA23ST0002.2, PIPE, 1DVF, /1DVF1450TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 250,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
36826/1571, ileave tube of /1DVF1450TYB0002, PIPE, 1DVF, /1DVF1450TY-, 1HFA & 1HFB Chilled Water System, 15, 15, 100,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
20442/43262, /1DVF1476VA-, VALV, 1DVF, /1DVF1450TY-, 1HFA & 1HFB Chilled Water System, 15, 15, 51, Manufacturer Specified,SOCKET BALL VALVE PN16,/1HFB2303ZL-, Roof Top, 23,  1HF Building, Ball_Valve_01
20442/22115, ileave tube of /1DVF1501TYB0001, PIPE, 1DVF, /1DVF1501TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 194,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1903ZL-, HVAC Room, 19,  1HF Building, NA
20442/72874, NA, ELBO, 1DVF, /1DVF1501TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 121, ASTM A234,45 LONG RADIUS ELBOW_SCH 40_ASME B16.9,/1HFA1903ZL-, HVAC Room, 19,  1HF Building, NA
20442/72874, NA, PIPE, 1DVF, /1DVF1501TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 199,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1903ZL-, HVAC Room, 19,  1HF Building, NA
20442/25539, /1DVF1501TYB0001T001, TEE, 1DVF, /1DVF1501TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 210, ASTM A234,EQUAL TEE SCH 40_ASME B16.9,/1HFA1903ZL-, HVAC Room, 19,  1HF Building, NA
20442/25539, ileave tube of /1DVF1501TYB0001T001, PIPE, 1DVF, /1DVF1501TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 200,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1903ZL-, HVAC Room, 19,  1HF Building, NA
28634/4614, NA, FLAN, 1DVF, /1DVF1501TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 52, ASTM A105,WELDING NECK RF FLANGE BS EN 1092-2 PN16,/1HFA1903ZL-, HVAC Room, 19,  1HF Building, NA
20442/22116, /1DVF1501VN-, VALV, 1DVF, /1DVF1501TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 52, Manufacturer Specified,BUTTERFLY WAFER VALVE_PN16_ BS EN 593:2009,/1HFA1903ZL-, HVAC Room, 19,  1HF Building, Butterfly_Valve_01
28634/4616, NA, FLAN, 1DVF, /1DVF1501TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 52, ASTM A105,WELDING NECK RF FLANGE BS EN 1092-2 PN16,/1HFA1903ZL-, HVAC Room, 19,  1HF Building, NA
28634/4616, NA, PIPE, 1DVF, /1DVF1501TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 129,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1903ZL-, HVAC Room, 19,  1HF Building, NA
20442/72802, ileave tube of /1HFA19ST0011/SREF, PIPE, 1DVF, /1DVF1501TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 100,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1903ZL-, HVAC Room, 19,  1HF Building, NA
20442/72892, /1DVF1501TYB0001L002, OLET, 1DVF, /1DVF1501TY-, 1HFA & 1HFB Chilled Water System, 100, 25, 0, ASTM A105,THREADOLET 3000# MSS SP97,/1HFA1903ZL-, HVAC Room, 19,  1HF Building, NA
20442/72892, ileave tube of /1DVF1501TYB0001L002, PIPE, 1DVF, /1DVF1501TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 115,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1903ZL-, HVAC Room, 19,  1HF Building, NA
28634/3938, NA, FLAN, 1DVF, /1DVF1501TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 52, ASTM A105,WELDING NECK RF FLANGE BS EN 1092-2 PN16,/1HFA1903ZL-, HVAC Room, 19,  1HF Building, NA
28634/3937, NA, GASK, 1DVF, /1DVF1501TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 2, 1.5mm Exfoliated Graphite,BS EN 1092-2 PN16,/1HFA1903ZL-, HVAC Room, 19,  1HF Building, NA
20442/22134, /1DVF1501KI-, FILT, 1DVF, /1DVF1501TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 350, Manufacturer Specified,Y-STRAINER_PN16_EN 1092-2,/1HFA1903ZL-, HVAC Room, 19,  1HF Building, Strainer_Valve_01
20442/22154, NA, GASK, 1DVF, /1DVF1501TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 2, 1.5mm Exfoliated Graphite,BS EN 1092-2 PN16,/1HFA1903ZL-, HVAC Room, 19,  1HF Building, NA
20442/22155, NA, FLAN, 1DVF, /1DVF1501TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 52, ASTM A105,WELDING NECK RF FLANGE BS EN 1092-2 PN16,/1HFA1903ZL-, HVAC Room, 19,  1HF Building, NA
20442/22155, NA, PIPE, 1DVF, /1DVF1501TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 100,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1903ZL-, HVAC Room, 19,  1HF Building, NA
20442/22156, /1DVF1501TYB0001L003, OLET, 1DVF, /1DVF1501TY-, 1HFA & 1HFB Chilled Water System, 100, 25, 0, ASTM A105,THREADOLET 3000# MSS SP97,/1HFA1903ZL-, HVAC Room, 19,  1HF Building, NA
20442/22156, ileave tube of /1DVF1501TYB0001L003, PIPE, 1DVF, /1DVF1501TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 240,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1903ZL-, HVAC Room, 19,  1HF Building, NA
20442/45780, ileave tube of /1HFA19ST0009/SREF, PIPE, 1DVF, /1DVF1501TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 119,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1903ZL-, HVAC Room, 19,  1HF Building, NA
20442/22132, /1DVF1501TYB0001T002, TEE, 1DVF, /1DVF1501TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 210, ASTM A234,EQUAL TEE SCH 40_ASME B16.9,/1HFA1903ZL-, HVAC Room, 19,  1HF Building, NA
20442/22132, ileave tube of /1DVF1501TYB0001T002, PIPE, 1DVF, /1DVF1501TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 205,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1903ZL-, HVAC Room, 19,  1HF Building, NA
20442/47469, /1DVF1501TYB0001L006, OLET, 1DVF, /1DVF1501TY-, 1HFA & 1HFB Chilled Water System, 100, 25, 0, ASTM A105,THREADOLET 3000# MSS SP97,/1HFA1903ZL-, HVAC Room, 19,  1HF Building, NA
20442/47469, ileave tube of /1DVF1501TYB0001L006, PIPE, 1DVF, /1DVF1501TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 105,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1903ZL-, HVAC Room, 19,  1HF Building, NA
36826/1613, NA, FLAN, 1DVF, /1DVF1501TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 52, ASTM A105,WELDING NECK RF FLANGE BS EN 1092-2 PN16,/1HFA1903ZL-, HVAC Room, 19,  1HF Building, NA
36826/1614, NA, GASK, 1DVF, /1DVF1501TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 2, 1.5mm Exfoliated Graphite,BS EN 1092-2 PN16,/1HFA1903ZL-, HVAC Room, 19,  1HF Building, NA
20442/72883, /1DVF1506VN-, VALV, 1DVF, /1DVF1501TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 278, Manufacturer Specified,Flanged Control Ball Valve PN16 EN 1092,/1HFA1903ZL-, HVAC Room, 19,  1HF Building, Ball_Valve_02
36826/1616, NA, GASK, 1DVF, /1DVF1501TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 2, 1.5mm Exfoliated Graphite,BS EN 1092-2 PN16,/1HFA1903ZL-, HVAC Room, 19,  1HF Building, NA
36826/1617, NA, FLAN, 1DVF, /1DVF1501TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 52, ASTM A105,WELDING NECK RF FLANGE BS EN 1092-2 PN16,/1HFA1903ZL-, HVAC Room, 19,  1HF Building, NA
36826/1617, NA, PIPE, 1DVF, /1DVF1501TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 87,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1903ZL-, HVAC Room, 19,  1HF Building, NA
