Ref. No., Name, Type, System, Line Number, System Description, Inlet Bore, Outlet Bore, Pipe Length, Material, Detailed Description, Room, Room Description, Level, Building, File Reference
21545/9173, NA, PIPE, 2DVM, /2DVM7204TY-, 2DVM Cabinets A B & G Supply System, 10, 10, 561, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9174, NA, BEND, 2DVM, /2DVM7204TY-, 2DVM Cabinets A B & G Supply System, 10, 10, 32, Copper,BEND ISO 4200,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9174, NA, PIPE, 2DVM, /2DVM7204TY-, 2DVM Cabinets A B & G Supply System, 10, 10, 880, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9178, ileave tube of /2DVM7205TYB0001, PIPE, 2DVM, /2DVM7205TY-, 2DVM Cabinets A B & G Supply System, 10, 10, 100, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9179, NA, BEND, 2DVM, /2DVM7205TY-, 2DVM Cabinets A B & G Supply System, 10, 10, 32, Copper,BEND ISO 4200,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9179, NA, PIPE, 2DVM, /2DVM7205TY-, 2DVM Cabinets A B & G Supply System, 10, 10, 0, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9180, NA, BEND, 2DVM, /2DVM7205TY-, 2DVM Cabinets A B & G Supply System, 10, 10, 32, Copper,BEND ISO 4200,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9180, NA, PIPE, 2DVM, /2DVM7205TY-, 2DVM Cabinets A B & G Supply System, 10, 10, 552, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9181, NA, BEND, 2DVM, /2DVM7205TY-, 2DVM Cabinets A B & G Supply System, 10, 10, 32, Copper,BEND ISO 4200,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9181, NA, PIPE, 2DVM, /2DVM7205TY-, 2DVM Cabinets A B & G Supply System, 10, 10, 270, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9182, NA, BEND, 2DVM, /2DVM7205TY-, 2DVM Cabinets A B & G Supply System, 10, 10, 32, Copper,BEND ISO 4200,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9182, NA, PIPE, 2DVM, /2DVM7205TY-, 2DVM Cabinets A B & G Supply System, 10, 10, 74, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
21545/14818, ileave tube of /2DVM7206TYB0001, PIPE, 2DVM, /2DVM7206TY-, Drain for 1DVM7205CL-, 10, 10, 853, PVC,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
21545/14819, NA, BEND, 2DVM, /2DVM7206TY-, Drain for 1DVM7205CL-, 10, 10, 32, PVC,BEND ISO 4200,Not Available, Not Available, Not Available,  2HM Building, NA
21545/14819, NA, PIPE, 2DVM, /2DVM7206TY-, Drain for 1DVM7205CL-, 10, 10, 500, PVC,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
29737/5960, ileave tube of /2DVM7207TYB0001, PIPE, 2DVM, /2DVM7207TY-, Drain Pipe for 2DVM7201CL-, 10, 10, 453, PVC,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
29737/5962, NA, BEND, 2DVM, /2DVM7207TY-, Drain Pipe for 2DVM7201CL-, 10, 10, 100, PVC,BEND ISO 4200,Not Available, Not Available, Not Available,  2HM Building, NA
29737/5962, NA, PIPE, 2DVM, /2DVM7207TY-, Drain Pipe for 2DVM7201CL-, 10, 10, 336, PVC,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
21545/13797, ileave tube of /2DVM7208TYB0001, PIPE, 2DVM, /2DVM7208TY-, Drain Pipe for 2DVM7202CL-, 10, 10, 50, PVC,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
21545/13799, NA, BEND, 2DVM, /2DVM7208TY-, Drain Pipe for 2DVM7202CL-, 10, 10, 100, PVC,BEND ISO 4200,Not Available, Not Available, Not Available,  2HM Building, NA
21545/13799, NA, PIPE, 2DVM, /2DVM7208TY-, Drain Pipe for 2DVM7202CL-, 10, 10, 1740, PVC,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
21545/13800, NA, BEND, 2DVM, /2DVM7208TY-, Drain Pipe for 2DVM7202CL-, 10, 10, 100, PVC,BEND ISO 4200,Not Available, Not Available, Not Available,  2HM Building, NA
21545/13800, NA, PIPE, 2DVM, /2DVM7208TY-, Drain Pipe for 2DVM7202CL-, 10, 10, 423, PVC,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
21545/14821, ileave tube of /2DVM7209TYB0001, PIPE, 2DVM, /2DVM7209TY-, Drain for 1DVM7203CL-, 10, 10, 1012, PVC,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
21545/14822, NA, BEND, 2DVM, /2DVM7209TY-, Drain for 1DVM7203CL-, 10, 10, 32, PVC,BEND ISO 4200,Not Available, Not Available, Not Available,  2HM Building, NA
21545/14822, NA, PIPE, 2DVM, /2DVM7209TY-, Drain for 1DVM7203CL-, 10, 10, 535, PVC,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
29737/5969, ileave tube of /2DVM7210TYB0001, PIPE, 2DVM, /2DVM7210TY-, Drain for 1DVM7204CL-, 10, 10, 312, PVC,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
29737/5970, NA, BEND, 2DVM, /2DVM7210TY-, Drain for 1DVM7204CL-, 10, 10, 32, PVC,BEND ISO 4200,Not Available, Not Available, Not Available,  2HM Building, NA
29737/5970, NA, PIPE, 2DVM, /2DVM7210TY-, Drain for 1DVM7204CL-, 10, 10, 684, PVC,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
29737/5971, NA, BEND, 2DVM, /2DVM7210TY-, Drain for 1DVM7204CL-, 10, 10, 32, PVC,BEND ISO 4200,Not Available, Not Available, Not Available,  2HM Building, NA
29737/5971, NA, PIPE, 2DVM, /2DVM7210TY-, Drain for 1DVM7204CL-, 10, 10, 127, PVC,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
29737/5972, NA, BEND, 2DVM, /2DVM7210TY-, Drain for 1DVM7204CL-, 10, 10, 32, PVC,BEND ISO 4200,Not Available, Not Available, Not Available,  2HM Building, NA
29737/5972, NA, PIPE, 2DVM, /2DVM7210TY-, Drain for 1DVM7204CL-, 10, 10, 1931, PVC,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
29737/5973, NA, BEND, 2DVM, /2DVM7210TY-, Drain for 1DVM7204CL-, 10, 10, 32, PVC,BEND ISO 4200,Not Available, Not Available, Not Available,  2HM Building, NA
29737/5973, NA, PIPE, 2DVM, /2DVM7210TY-, Drain for 1DVM7204CL-, 10, 10, 171, PVC,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
29737/5974, NA, BEND, 2DVM, /2DVM7210TY-, Drain for 1DVM7204CL-, 10, 10, 32, PVC,BEND ISO 4200,Not Available, Not Available, Not Available,  2HM Building, NA
29737/5974, NA, PIPE, 2DVM, /2DVM7210TY-, Drain for 1DVM7204CL-, 10, 10, 124, PVC,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9070, ileave tube of /2DVM7211TYB0001, PIPE, 2DVM, /2DVM7211TY-, 2HM DTV Room 1 & 2 Supply System, 16, 16, 100, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9071, NA, BEND, 2DVM, /2DVM7211TY-, 2HM DTV Room 1 & 2 Supply System, 16, 16, 45, Copper,BEND ISO 4200,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9071, NA, PIPE, 2DVM, /2DVM7211TY-, 2HM DTV Room 1 & 2 Supply System, 16, 16, 0, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9072, NA, BEND, 2DVM, /2DVM7211TY-, 2HM DTV Room 1 & 2 Supply System, 16, 16, 45, Copper,BEND ISO 4200,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9072, NA, PIPE, 2DVM, /2DVM7211TY-, 2HM DTV Room 1 & 2 Supply System, 16, 16, 642, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9073, NA, BEND, 2DVM, /2DVM7211TY-, 2HM DTV Room 1 & 2 Supply System, 16, 16, 45, Copper,BEND ISO 4200,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9073, NA, PIPE, 2DVM, /2DVM7211TY-, 2HM DTV Room 1 & 2 Supply System, 16, 16, 555, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9074, NA, BEND, 2DVM, /2DVM7211TY-, 2HM DTV Room 1 & 2 Supply System, 16, 16, 45, Copper,BEND ISO 4200,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9074, NA, PIPE, 2DVM, /2DVM7211TY-, 2HM DTV Room 1 & 2 Supply System, 16, 16, 183, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9076, ileave tube of /2DVM7212TYB0001, PIPE, 2DVM, /2DVM7212TY-, 2HM DTV Room 1 & 2 Supply System, 16, 16, 183, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9077, NA, BEND, 2DVM, /2DVM7212TY-, 2HM DTV Room 1 & 2 Supply System, 16, 16, 45, Copper,BEND ISO 4200,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9077, NA, PIPE, 2DVM, /2DVM7212TY-, 2HM DTV Room 1 & 2 Supply System, 16, 16, 1423, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9078, NA, BEND, 2DVM, /2DVM7212TY-, 2HM DTV Room 1 & 2 Supply System, 16, 16, 45, Copper,BEND ISO 4200,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9078, NA, PIPE, 2DVM, /2DVM7212TY-, 2HM DTV Room 1 & 2 Supply System, 16, 16, 2087, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9079, NA, BEND, 2DVM, /2DVM7212TY-, 2HM DTV Room 1 & 2 Supply System, 16, 16, 45, Copper,BEND ISO 4200,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9079, NA, PIPE, 2DVM, /2DVM7212TY-, 2HM DTV Room 1 & 2 Supply System, 16, 16, 129, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9080, NA, BEND, 2DVM, /2DVM7212TY-, 2HM DTV Room 1 & 2 Supply System, 16, 16, 45, Copper,BEND ISO 4200,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9080, NA, PIPE, 2DVM, /2DVM7212TY-, 2HM DTV Room 1 & 2 Supply System, 16, 16, 353, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9081, NA, BEND, 2DVM, /2DVM7212TY-, 2HM DTV Room 1 & 2 Supply System, 16, 16, 45, Copper,BEND ISO 4200,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9081, NA, PIPE, 2DVM, /2DVM7212TY-, 2HM DTV Room 1 & 2 Supply System, 16, 16, 110, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9082, NA, BEND, 2DVM, /2DVM7212TY-, 2HM DTV Room 1 & 2 Supply System, 16, 16, 45, Copper,BEND ISO 4200,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9082, NA, PIPE, 2DVM, /2DVM7212TY-, 2HM DTV Room 1 & 2 Supply System, 16, 16, 100, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9184, ileave tube of /2DVM7213TYB0001, PIPE, 2DVM, /2DVM7213TY-, 2DVM Cabinets A B & G Supply System, 16, 16, 870, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9185, NA, BEND, 2DVM, /2DVM7213TY-, 2DVM Cabinets A B & G Supply System, 16, 16, 45, Copper,BEND ISO 4200,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9185, NA, PIPE, 2DVM, /2DVM7213TY-, 2DVM Cabinets A B & G Supply System, 16, 16, 58, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9186, NA, BEND, 2DVM, /2DVM7213TY-, 2DVM Cabinets A B & G Supply System, 16, 16, 45, Copper,BEND ISO 4200,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9186, NA, PIPE, 2DVM, /2DVM7213TY-, 2DVM Cabinets A B & G Supply System, 16, 16, 632, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9187, NA, BEND, 2DVM, /2DVM7213TY-, 2DVM Cabinets A B & G Supply System, 16, 16, 45, Copper,BEND ISO 4200,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9187, NA, PIPE, 2DVM, /2DVM7213TY-, 2DVM Cabinets A B & G Supply System, 16, 16, 366, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9188, NA, BEND, 2DVM, /2DVM7213TY-, 2DVM Cabinets A B & G Supply System, 16, 16, 45, Copper,BEND ISO 4200,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9188, NA, PIPE, 2DVM, /2DVM7213TY-, 2DVM Cabinets A B & G Supply System, 16, 16, 47, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9190, ileave tube of /2DVM7214TYB0001, PIPE, 2DVM, /2DVM7214TY-, 2DVM Cabinets A B & G Supply System, 16, 16, 92, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9191, NA, BEND, 2DVM, /2DVM7214TY-, 2DVM Cabinets A B & G Supply System, 16, 16, 45, Copper,BEND ISO 4200,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9191, NA, PIPE, 2DVM, /2DVM7214TY-, 2DVM Cabinets A B & G Supply System, 16, 16, 585, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9194, NA, BEND, 2DVM, /2DVM7214TY-, 2DVM Cabinets A B & G Supply System, 16, 16, 45, Copper,BEND ISO 4200,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9194, NA, PIPE, 2DVM, /2DVM7214TY-, 2DVM Cabinets A B & G Supply System, 16, 16, 935, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9196, ileave tube of /2DVM7215TYB0001, PIPE, 2DVM, /2DVM7215TY-, 2DVM Cabinets A B & G Supply System, 16, 16, 100, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9197, NA, BEND, 2DVM, /2DVM7215TY-, 2DVM Cabinets A B & G Supply System, 16, 16, 45, Copper,BEND ISO 4200,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9197, NA, PIPE, 2DVM, /2DVM7215TY-, 2DVM Cabinets A B & G Supply System, 16, 16, 53, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9198, NA, BEND, 2DVM, /2DVM7215TY-, 2DVM Cabinets A B & G Supply System, 16, 16, 45, Copper,BEND ISO 4200,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9198, NA, PIPE, 2DVM, /2DVM7215TY-, 2DVM Cabinets A B & G Supply System, 16, 16, 585, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9199, NA, BEND, 2DVM, /2DVM7215TY-, 2DVM Cabinets A B & G Supply System, 16, 16, 45, Copper,BEND ISO 4200,Not Available, Not Available, Not Available,  2HM Building, NA
21545/9199, NA, PIPE, 2DVM, /2DVM7215TY-, 2DVM Cabinets A B & G Supply System, 16, 16, 325, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1837, ileave tube of /2DVM8201TYB0001, PIPE, 2DVM, /2DVM8201TY-, 2HM Office Supply System, 8, 8, 100, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1838, NA, ELBO, 2DVM, /2DVM8201TY-, 2HM Office Supply System, 8, 8, 44, Copper,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1838, NA, PIPE, 2DVM, /2DVM8201TY-, 2HM Office Supply System, 8, 8, 846, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1839, NA, ELBO, 2DVM, /2DVM8201TY-, 2HM Office Supply System, 8, 8, 44, Copper,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1839, NA, PIPE, 2DVM, /2DVM8201TY-, 2HM Office Supply System, 8, 8, 424, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1840, NA, ELBO, 2DVM, /2DVM8201TY-, 2HM Office Supply System, 8, 8, 44, Copper,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1840, NA, PIPE, 2DVM, /2DVM8201TY-, 2HM Office Supply System, 8, 8, 7959, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1841, NA, ELBO, 2DVM, /2DVM8201TY-, 2HM Office Supply System, 8, 8, 44, Copper,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1841, NA, PIPE, 2DVM, /2DVM8201TY-, 2HM Office Supply System, 8, 8, 935, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1842, NA, ELBO, 2DVM, /2DVM8201TY-, 2HM Office Supply System, 8, 8, 44, Copper,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1842, NA, PIPE, 2DVM, /2DVM8201TY-, 2HM Office Supply System, 8, 8, 970, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1843, NA, ELBO, 2DVM, /2DVM8201TY-, 2HM Office Supply System, 8, 8, 44, Copper,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1843, NA, PIPE, 2DVM, /2DVM8201TY-, 2HM Office Supply System, 8, 8, 6943, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1844, NA, ELBO, 2DVM, /2DVM8201TY-, 2HM Office Supply System, 8, 8, 44, Copper,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1844, NA, PIPE, 2DVM, /2DVM8201TY-, 2HM Office Supply System, 8, 8, 1004, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1845, NA, ELBO, 2DVM, /2DVM8201TY-, 2HM Office Supply System, 8, 8, 44, Copper,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1845, NA, PIPE, 2DVM, /2DVM8201TY-, 2HM Office Supply System, 8, 8, 1953, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1846, NA, ELBO, 2DVM, /2DVM8201TY-, 2HM Office Supply System, 8, 8, 44, Copper,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1846, NA, PIPE, 2DVM, /2DVM8201TY-, 2HM Office Supply System, 8, 8, 716, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1847, NA, ELBO, 2DVM, /2DVM8201TY-, 2HM Office Supply System, 8, 8, 44, Copper,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1847, NA, PIPE, 2DVM, /2DVM8201TY-, 2HM Office Supply System, 8, 8, 6008, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1848, NA, ELBO, 2DVM, /2DVM8201TY-, 2HM Office Supply System, 8, 8, 44, Copper,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1848, NA, PIPE, 2DVM, /2DVM8201TY-, 2HM Office Supply System, 8, 8, 353, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1849, NA, ELBO, 2DVM, /2DVM8201TY-, 2HM Office Supply System, 8, 8, 44, Copper,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1849, NA, PIPE, 2DVM, /2DVM8201TY-, 2HM Office Supply System, 8, 8, 154, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1850, NA, ELBO, 2DVM, /2DVM8201TY-, 2HM Office Supply System, 8, 8, 44, Copper,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1850, NA, PIPE, 2DVM, /2DVM8201TY-, 2HM Office Supply System, 8, 8, 349, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1852, ileave tube of /2DVM8202TYB0001, PIPE, 2DVM, /2DVM8202TY-, 2HM Office Supply System, 8, 8, 100, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1853, NA, ELBO, 2DVM, /2DVM8202TY-, 2HM Office Supply System, 8, 8, 44, Copper,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1853, NA, PIPE, 2DVM, /2DVM8202TY-, 2HM Office Supply System, 8, 8, 846, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1854, NA, ELBO, 2DVM, /2DVM8202TY-, 2HM Office Supply System, 8, 8, 44, Copper,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1854, NA, PIPE, 2DVM, /2DVM8202TY-, 2HM Office Supply System, 8, 8, 304, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1855, NA, ELBO, 2DVM, /2DVM8202TY-, 2HM Office Supply System, 8, 8, 44, Copper,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1855, NA, PIPE, 2DVM, /2DVM8202TY-, 2HM Office Supply System, 8, 8, 8109, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1856, NA, ELBO, 2DVM, /2DVM8202TY-, 2HM Office Supply System, 8, 8, 44, Copper,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1856, NA, PIPE, 2DVM, /2DVM8202TY-, 2HM Office Supply System, 8, 8, 845, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1857, NA, ELBO, 2DVM, /2DVM8202TY-, 2HM Office Supply System, 8, 8, 44, Copper,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1857, NA, PIPE, 2DVM, /2DVM8202TY-, 2HM Office Supply System, 8, 8, 970, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1858, NA, ELBO, 2DVM, /2DVM8202TY-, 2HM Office Supply System, 8, 8, 44, Copper,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1858, NA, PIPE, 2DVM, /2DVM8202TY-, 2HM Office Supply System, 8, 8, 7363, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1859, NA, ELBO, 2DVM, /2DVM8202TY-, 2HM Office Supply System, 8, 8, 44, Copper,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1859, NA, PIPE, 2DVM, /2DVM8202TY-, 2HM Office Supply System, 8, 8, 1004, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1860, NA, ELBO, 2DVM, /2DVM8202TY-, 2HM Office Supply System, 8, 8, 44, Copper,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1860, NA, PIPE, 2DVM, /2DVM8202TY-, 2HM Office Supply System, 8, 8, 1533, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1861, NA, ELBO, 2DVM, /2DVM8202TY-, 2HM Office Supply System, 8, 8, 44, Copper,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1861, NA, PIPE, 2DVM, /2DVM8202TY-, 2HM Office Supply System, 8, 8, 716, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1862, NA, ELBO, 2DVM, /2DVM8202TY-, 2HM Office Supply System, 8, 8, 44, Copper,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1862, NA, PIPE, 2DVM, /2DVM8202TY-, 2HM Office Supply System, 8, 8, 2362, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1863, NA, ELBO, 2DVM, /2DVM8202TY-, 2HM Office Supply System, 8, 8, 44, Copper,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1863, NA, PIPE, 2DVM, /2DVM8202TY-, 2HM Office Supply System, 8, 8, 353, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1864, NA, ELBO, 2DVM, /2DVM8202TY-, 2HM Office Supply System, 8, 8, 44, Copper,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1864, NA, PIPE, 2DVM, /2DVM8202TY-, 2HM Office Supply System, 8, 8, 88, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
29737/1866, ileave tube of /2DVM8203TYB0001, PIPE, 2DVM, /2DVM8203TY-, 2HM Office Supply System, 8, 8, 100, Copper,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  2HM Building, NA
