Ref. No., Name, Type, Part No., Line Number, Detailed Desc., Inlet L., Inlet W., Outlet L., Outlet W., Length, Insulation, Level, Room, Room Description, Building, Penetration Reference, Material, Fire Rating, Approved for Cons/Fab
20442/67350,NA, GASK, 4, /1DVF7223GL-, Rectangular Gasket, 900, 900, 900, 900, 3, 0, 04, /1HFB0402ZL-, Firefighting Stairs, 1HF Building, NA, NA, EIS, No
20442/6144,NA, STRT, 5, /1DVF7223GL-, Rectangular Straight, 900, 900, 900, 900, 550, 90, 04, /1HFB0401ZL- /1HFB0402ZL-, Firefighting Lobby, 1HF Building, /1HFB0408VBTV001, Stainless Steel 304L, EIS, Yes
20442/6144,NA, SKIR, 5, /1DVF7223GL-, Penetration Spool Plate, 900, 900, 1450, 1450, 6, 0, 04, /1HFB0402ZL-, Firefighting Stairs, 1HF Building, /1HFB0408VBTV001, Stainless Steel 304L, EIS, Yes
20442/67351,NA, GASK, 6, /1DVF7223GL-, Rectangular Gasket, 900, 900, 900, 900, 3, 0, va, Not Available, Not Available, 1HF Building, NA, NA, EIS, No
20442/6145,/1DVF7223BW-, MESH, 7, /1DVF7223GL-, Supply Air Grille - Mesh, 900, 900, 900, 900, 10, 0, 04, /1HFB0401ZL-, Firefighting Lobby, 1HF Building, NA, Stainless Steel 304L, EIS, No
20442/7536,/1DVF7302BH-, MESH, 1, /1DVF7302GL-, Extract Air Grille - Mesh, 900, 900, 900, 900, 10, 90, 10, /1HFA1002ZL-, Firefighting Stairs (Down), 1HF Building, NA, Stainless Steel 304L, EIS, No
20442/65617,NA, GASK, 2, /1DVF7302GL-, Rectangular Gasket, 900, 900, 900, 900, 3, 90, 10, /1HFA1002ZL-, Firefighting Stairs (Down), 1HF Building, NA, NA, EIS, No
20442/20796,NA, STRT, 3, /1DVF7302GL-, Rectangular Straight, 900, 900, 900, 900, 550, 90, 10, /1HFA1001ZL- /1HFA1002ZL-, Firefighting Lobby, 1HF Building, /1HFA1051VBTV001, Stainless Steel 304L, EIS, Yes
20442/20796,NA, SKIR, 3, /1DVF7302GL-, Penetration Spool Plate, 900, 900, 1380, 1375, 6, 90, 10, /1HFA1001ZL-, Firefighting Lobby, 1HF Building, /1HFA1051VBTV001, Stainless Steel 304L, EIS, Yes
20442/65616,NA, GASK, 4, /1DVF7302GL-, Rectangular Gasket, 900, 900, 900, 900, 3, 90, 10, /1HFA1001ZL-, Firefighting Lobby, 1HF Building, NA, NA, EIS, No
20442/6184,/1DVF7301RA-, DAMP, 5, /1DVF7302GL-, Fire Damper, 900, 900, 900, 900, 300, 90, 10, /1HFA1001ZL-, Firefighting Lobby, 1HF Building, NA, Stainless Steel 304L, EIS, No
20442/65615,NA, GASK, 6, /1DVF7302GL-, Rectangular Gasket, 900, 900, 900, 900, 3, 90, 10, /1HFA1001ZL-, Firefighting Lobby, 1HF Building, NA, NA, EIS, No
20442/6186,/1DVF7302BW-, MESH, 7, /1DVF7302GL-, Supply Air Grille - Mesh, 900, 900, 900, 900, 10, 90, 10, /1HFA1001ZL-, Firefighting Lobby, 1HF Building, NA, Stainless Steel 304L, EIS, No
20442/68169,NA, GASK, 1, /1DVF7303GL-, Rectangular Gasket, 800, 900, 800, 900, 3, 0, 10, /1HFB1002ZL-, Firefighting Stairs (Down), 1HF Building, NA, NA, No, No
20442/68170,/1DVF7325BW-, MESH, 2, /1DVF7303GL-, Supply Air Grille - Single Deflection with Damper, 800, 900, 800, 900, 10, 0, 10, /1HFB1002ZL-, Firefighting Stairs (Down), 1HF Building, NA, Extruded Aluminium, No, No
20442/68143,NA, GASK, 1, /1DVF7310GL-, Rectangular Gasket, 800, 800, 800, 800, 3, 0, 10, /1HFA1002ZL-, Firefighting Stairs (Down), 1HF Building, NA, NA, No, No
20442/68137,/1DVF7310BW-, MESH, 2, /1DVF7310GL-, Supply Air Grille - Single Deflection with Damper, 800, 800, 800, 800, 10, 0, 10, /1HFA1002ZL-, Firefighting Stairs (Down), 1HF Building, NA, Extruded Aluminium, No, No
20442/34917,/1DVF7311RA-, DAMP, 1, /1DVF7312GL-, Pressure Relief Damper, 900, 900, 900, 900, 200, 0, 10, /1HFA1002ZL-, Firefighting Stairs (Down), 1HF Building, NA, Stainless Steel 304L, No, No
20442/65626,NA, GASK, 2, /1DVF7312GL-, Rectangular Gasket, 900, 900, 900, 900, 3, 0, 10, /1HFA1002ZL-, Firefighting Stairs (Down), 1HF Building, NA, NA, No, No
20442/34933,NA, STRT, 3, /1DVF7312GL-, Rectangular Straight, 900, 900, 900, 900, 100, 0, 10, /1HFA1002ZL-, Firefighting Stairs (Down), 1HF Building, /1HFA1007VBTV003, Stainless Steel 304L, No, Yes
20442/34933,NA, SKIR, 3, /1DVF7312GL-, Penetration Spool Plate, 900, 900, 1450, 1450, 6, 0, 10, /1HFA1002ZL-, Firefighting Stairs (Down), 1HF Building, /1HFA1007VBTV003, Stainless Steel 304L, No, Yes
20442/47222,/1DVF7312BW-, GRIL, 4, /1DVF7312GL-, Exhaust Single  Bank Lourve, 900, 900, 900, 900, 195, 0, 10, /1HFA1001ZLE, Externe not buried area, 1HF Building, /1HFA1007VBTV003, EN13030:2001 Aluminium, No, No
28634/2968,/1DVF7326RA-, DAMP, 1, /1DVF7327GL-, Pressure Relief Damper, 1400, 1400, 1400, 1400, 200, 0, 10, /1HFB1010ZL- /1HFB1003ZL-, Lift, 1HF Building, NA, Stainless Steel 304L, No, No
20442/67513,NA, GASK, 2, /1DVF7327GL-, Rectangular Gasket, 1400, 1400, 1400, 1400, 3, 0, 10, /1HFB1003ZL-, Firefighting Stairs (Up), 1HF Building, NA, NA, No, No
28634/2969,NA, STRT, 3, /1DVF7327GL-, Rectangular Straight, 1400, 1400, 1400, 1400, 100, 0, 10, /1HFB1003ZL-, Firefighting Stairs (Up), 1HF Building, /1HFB1009VBTV001, Stainless Steel 304L, No, Yes
28634/2969,NA, SKIR, 3, /1DVF7327GL-, Penetration Spool Plate, 1400, 1400, 1775, 1950, 6, 0, 10, /1HFB1002ZL- /1HFB1003ZL-, Firefighting Stairs (Down), 1HF Building, /1HFB1009VBTV001, Stainless Steel 304L, No, Yes
20442/53460,/1DVF7327BW-, GRIL, 4, /1DVF7327GL-, Exhaust Single  Bank Lourve, 1400, 1400, 1400, 1400, 195, 0, 10, /1HT-1002ZL- /1HFB1002ZLE, , 1HF Building, /1HFB1009VBTV001, EN13030:2001 Aluminium, No, No
20442/7641,/1DVF7329BH-, MESH, 1, /1DVF7329GL-, Extract Air Grille - Mesh, 900, 900, 900, 900, 10, 0, 10, /1HFB1003ZL-, Firefighting Stairs (Up), 1HF Building, NA, Stainless Steel 304L, EIS, No
20442/67522,NA, GASK, 2, /1DVF7329GL-, Rectangular Gasket, 900, 900, 900, 900, 3, 0, 10, /1HFB1003ZL-, Firefighting Stairs (Up), 1HF Building, NA, NA, EIS, No
20442/6206,/1DVF7328RA-, DAMP, 3, /1DVF7329GL-, Fire Damper, 900, 900, 900, 900, 300, 90, 10, /1HFB1003ZL-, Firefighting Stairs (Up), 1HF Building, NA, Stainless Steel 304L, EIS, No
20442/67523,NA, GASK, 4, /1DVF7329GL-, Rectangular Gasket, 900, 900, 900, 900, 3, 0, 10, /1HFB1003ZL-, Firefighting Stairs (Up), 1HF Building, NA, NA, EIS, No
20442/6207,NA, STRT, 5, /1DVF7329GL-, Rectangular Straight, 900, 900, 900, 900, 550, 90, 10, /1HFB1001ZL- /1HFB1003ZL-, Firefighting Lobby, 1HF Building, /1HFB1008VBTV002, Stainless Steel 304L, EIS, Yes
20442/6207,NA, SKIR, 5, /1DVF7329GL-, Penetration Spool Plate, 900, 900, 1450, 1450, 6, 0, 10, /1HFB1003ZL-, Firefighting Stairs (Up), 1HF Building, /1HFB1008VBTV002, Stainless Steel 304L, EIS, Yes
20442/67524,NA, GASK, 6, /1DVF7329GL-, Rectangular Gasket, 900, 900, 900, 900, 3, 0, 10, /1HFB1001ZL-, Firefighting Lobby, 1HF Building, NA, NA, EIS, No
20442/6208,/1DVF7329BW-, MESH, 7, /1DVF7329GL-, Supply Air Grille - Mesh, 900, 900, 900, 900, 10, 0, 10, /1HFB1001ZL-, Firefighting Lobby, 1HF Building, NA, Stainless Steel 304L, EIS, No
20442/68144,NA, GASK, 1, /1DVF7401GL-, Rectangular Gasket, 800, 800, 800, 800, 3, 0, 14, /1HFA1402ZL-, Firefighting Stairs, 1HF Building, NA, NA, No, No
20442/68141,/1DVF7401BW-, MESH, 2, /1DVF7401GL-, Supply Air Grille - Single Deflection with Damper, 800, 800, 800, 800, 10, 0, 14, /1HFA1402ZL-, Firefighting Stairs, 1HF Building, NA, Extruded Aluminium, No, No
20442/7928,/1DVF7403BH-, MESH, 1, /1DVF7403GL-, Extract Air Grille - Mesh, 900, 900, 900, 900, 10, 90, 14, /1HFA1402ZL-, Firefighting Stairs, 1HF Building, NA, Stainless Steel 304L, EIS, No
20442/65631,NA, GASK, 2, /1DVF7403GL-, Rectangular Gasket, 900, 900, 900, 900, 3, 90, 14, /1HFA1402ZL-, Firefighting Stairs, 1HF Building, NA, NA, EIS, No
20442/20798,NA, STRT, 3, /1DVF7403GL-, Rectangular Straight, 900, 900, 900, 900, 650, 90, 14, /1HFA1401ZL- /1HFA1402ZL-, Firefighting Lobby, 1HF Building, /1HFA1406VBTV001, Stainless Steel 304L, EIS, No
20442/20798,NA, SKIR, 3, /1DVF7403GL-, Penetration Spool Plate, 900, 900, 1450, 1450, 6, 90, 14, /1HFA1401ZL-, Firefighting Lobby, 1HF Building, /1HFA1406VBTV001, Stainless Steel 304L, EIS, No
20442/65632,NA, GASK, 4, /1DVF7403GL-, Rectangular Gasket, 900, 900, 900, 900, 3, 90, 14, /1HFA1401ZL-, Firefighting Lobby, 1HF Building, NA, NA, EIS, No
28634/3465,/1DVF7402RA-, DAMP, 5, /1DVF7403GL-, Fire Damper, 900, 900, 900, 900, 300, 90, 14, /1HFA1401ZL-, Firefighting Lobby, 1HF Building, NA, Stainless Steel 304L, EIS, No
20442/65633,NA, GASK, 6, /1DVF7403GL-, Rectangular Gasket, 900, 900, 900, 900, 3, 90, 14, /1HFA1401ZL-, Firefighting Lobby, 1HF Building, NA, NA, EIS, No
20442/6259,/1DVF7403BW-, MESH, 7, /1DVF7403GL-, Supply Air Grille - Mesh, 900, 900, 900, 900, 10, 90, 14, /1HFA1401ZL-, Firefighting Lobby, 1HF Building, NA, Stainless Steel 304L, EIS, No
20442/7932,/1DVF7424BH-, MESH, 1, /1DVF7424GL-, Extract Air Grille - Mesh, 900, 900, 900, 900, 10, 0, 14, /1HFB1402ZL-, Firefighting Stairs, 1HF Building, NA, Stainless Steel 304L, EIS, No
20442/68199,NA, GASK, 2, /1DVF7424GL-, Rectangular Gasket, 900, 900, 900, 900, 3, 0, 14, /1HFB1402ZL-, Firefighting Stairs, 1HF Building, NA, NA, EIS, No
20442/68200,NA, STRT, 3, /1DVF7424GL-, Rectangular Straight, 900, 900, 900, 900, 75, 90, 14, /1HFB1402ZL-, Firefighting Stairs, 1HF Building, NA, Galvanised Steel Z600, EIS, No
20442/67536,NA, GASK, 4, /1DVF7424GL-, Rectangular Gasket, 900, 900, 900, 900, 3, 0, 14, /1HFB1402ZL-, Firefighting Stairs, 1HF Building, NA, NA, EIS, No
20442/6262,/1DVF7423RA-, DAMP, 5, /1DVF7424GL-, Fire Damper, 900, 900, 900, 900, 300, 90, 14, /1HFB1402ZL-, Firefighting Stairs, 1HF Building, NA, Stainless Steel 304L, EIS, No
20442/67535,NA, GASK, 6, /1DVF7424GL-, Rectangular Gasket, 900, 900, 900, 900, 3, 0, 14, /1HFB1402ZL-, Firefighting Stairs, 1HF Building, NA, NA, EIS, No
20442/6263,NA, STRT, 7, /1DVF7424GL-, Rectangular Straight, 900, 900, 900, 900, 550, 90, 14, /1HFB1401ZL- /1HFB1402ZL-, Firefighting Lobby, 1HF Building, /1HFB1408VBTV001, Stainless Steel 304L, EIS, No
20442/6263,NA, SKIR, 7, /1DVF7424GL-, Penetration Spool Plate, 900, 900, 1450, 1450, 6, 0, 14, /1HFB1402ZL-, Firefighting Stairs, 1HF Building, /1HFB1408VBTV001, Stainless Steel 304L, EIS, No
20442/67537,NA, GASK, 8, /1DVF7424GL-, Rectangular Gasket, 900, 900, 900, 900, 3, 0, 14, /1HFB1401ZL-, Firefighting Lobby, 1HF Building, NA, NA, EIS, No
20442/6264,/1DVF7424BW-, MESH, 9, /1DVF7424GL-, Supply Air Grille - Mesh, 900, 900, 900, 900, 10, 0, 14, /1HFB1401ZL-, Firefighting Lobby, 1HF Building, NA, Stainless Steel 304L, EIS, No
20442/68148,NA, GASK, 1, /1DVF7501GL-, Rectangular Gasket, 800, 800, 800, 800, 3, 0, 19, /1HFA1902ZL-, Firefighting Stairs, 1HF Building, NA, NA, No, No
20442/68149,/1DVF7501BW-, MESH, 2, /1DVF7501GL-, Supply Air Grille - Single Deflection with Damper, 800, 800, 800, 800, 10, 0, 19, /1HFA1902ZL-, Firefighting Stairs, 1HF Building, NA, Extruded Aluminium, No, No
20442/7930,/1DVF7503BH-, MESH, 1, /1DVF7503GL-, Extract Air Grille - Mesh, 900, 900, 900, 900, 10, 90, 19, /1HFA1902ZL-, Firefighting Stairs, 1HF Building, NA, Stainless Steel 304L, EIS, No
20442/64848,NA, GASK, 2, /1DVF7503GL-, Rectangular Gasket, 900, 900, 900, 900, 3, 90, 19, /1HFA1902ZL-, Firefighting Stairs, 1HF Building, NA, NA, EIS, No
20442/20466,NA, STRT, 3, /1DVF7503GL-, Rectangular Straight, 900, 900, 900, 900, 550, 90, 19, /1HFA1901ZL- /1HFA1902ZL-, Firefighting Lobby, 1HF Building, /1HFA1906VBTV001, Stainless Steel 304L, EIS, No
20442/20466,NA, SKIR, 3, /1DVF7503GL-, Penetration Spool Plate, 900, 900, 1450, 1450, 6, 90, 19, /1HFA1901ZL-, Firefighting Lobby, 1HF Building, /1HFA1906VBTV001, Stainless Steel 304L, EIS, No
20442/64849,NA, GASK, 4, /1DVF7503GL-, Rectangular Gasket, 900, 900, 900, 900, 3, 90, 19, /1HFA1901ZL-, Firefighting Lobby, 1HF Building, NA, NA, EIS, No
28634/3466,/1DVF7502RA-, DAMP, 5, /1DVF7503GL-, Fire Damper, 900, 900, 900, 900, 300, 90, 19, /1HFA1901ZL-, Firefighting Lobby, 1HF Building, NA, Stainless Steel 304L, EIS, No
20442/64850,NA, GASK, 6, /1DVF7503GL-, Rectangular Gasket, 900, 900, 900, 900, 3, 90, 19, /1HFA1901ZL-, Firefighting Lobby, 1HF Building, NA, NA, EIS, No
20442/6300,/1DVF7503BW-, MESH, 7, /1DVF7503GL-, Supply Air Grille - Mesh, 900, 900, 900, 900, 10, 90, 19, /1HFA1901ZL-, Firefighting Lobby, 1HF Building, NA, Stainless Steel 304L, EIS, No
20442/7937,/1DVF7524BH-, MESH, 1, /1DVF7524GL-, Extract Air Grille - Mesh, 900, 900, 900, 900, 10, 0, 19, /1HFB1902ZL-, Firefighting Stairs, 1HF Building, NA, Stainless Steel 304L, EIS, No
20442/67558,NA, GASK, 2, /1DVF7524GL-, Rectangular Gasket, 900, 900, 900, 900, 3, 0, 19, /1HFB1902ZL-, Firefighting Stairs, 1HF Building, NA, NA, EIS, No
20442/6303,/1DVF7523RA-, DAMP, 3, /1DVF7524GL-, Fire Damper, 900, 900, 900, 900, 300, 90, 19, /1HFB1902ZL-, Firefighting Stairs, 1HF Building, NA, Stainless Steel 304L, EIS, No
20442/67557,NA, GASK, 4, /1DVF7524GL-, Rectangular Gasket, 900, 900, 900, 900, 3, 0, 19, /1HFB1902ZL-, Firefighting Stairs, 1HF Building, NA, NA, EIS, No
20442/6304,NA, STRT, 5, /1DVF7524GL-, Rectangular Straight, 900, 900, 900, 900, 550, 90, 19, /1HFB1902ZL- /1HFB1907ZL-, Firefighting Stairs, 1HF Building, /1HFB1951VBTV001, Stainless Steel 304L, EIS, No
20442/6304,NA, SKIR, 5, /1DVF7524GL-, Penetration Spool Plate, 900, 900, 1425, 1450, 6, 0, 19, /1HFB1902ZL-, Firefighting Stairs, 1HF Building, /1HFB1951VBTV001, Stainless Steel 304L, EIS, No
20442/67559,NA, GASK, 6, /1DVF7524GL-, Rectangular Gasket, 900, 900, 900, 900, 3, 0, 19, /1HFB1907ZL-, Firefighting Lobby  Access to HM, 1HF Building, NA, NA, EIS, No
20442/6305,/1DVF7524BW-, MESH, 7, /1DVF7524GL-, Supply Air Grille - Mesh, 900, 900, 900, 900, 10, 0, 19, /1HFB1907ZL-, Firefighting Lobby  Access to HM, 1HF Building, NA, Stainless Steel 304L, EIS, No
20442/39478,NA, STRT, 1, /1DVF7527GL-, Rectangular Straight, 1200, 1200, 1200, 1200, 100, 0, 19, /1HFB1902ZL-, Firefighting Stairs, 1HF Building, /1HFB1909VBTV001, Stainless Steel 304L, No, No
20442/39478,NA, SKIR, 1, /1DVF7527GL-, Penetration Spool Plate, 1200, 1200, 1625, 1750, 6, 0, 19, /1HFB1902ZL-, Firefighting Stairs, 1HF Building, /1HFB1909VBTV001, Stainless Steel 304L, No, No
20442/67585,NA, GASK, 2, /1DVF7527GL-, Rectangular Gasket, 1200, 1200, 1200, 1200, 3, 0, 19, /1HFB1902ZL-, Firefighting Stairs, 1HF Building, NA, NA, No, No
20442/39481,/1DVF7527RA-, DAMP, 3, /1DVF7527GL-, Isolating Power Damper, 1200, 1200, 1200, 1200, 200, 0, 19, /1HFB1902ZL-, Firefighting Stairs, 1HF Building, NA, Stainless Steel 316L, No, No
20442/67586,NA, GASK, 4, /1DVF7527GL-, Rectangular Gasket, 1200, 1200, 1200, 1200, 3, 0, 19, /1HFB1902ZL-, Firefighting Stairs, 1HF Building, NA, NA, No, No
20442/39484,NA, TRNS, 5, /1DVF7527GL-, Rectangular/Round Transition, 1200, 1200, 1000, 1000, 344, 0, 19, /1HFB1902ZL-, Firefighting Stairs, 1HF Building, NA, Galvanised Steel Z600, No, No
20442/47230,/1DVF7527BH-, GRIL, 6, /1DVF7527GL-, Inlet Triple Bank Lourve, 1200, 1200, 1200, 1200, 247, 0, 10, /1HFB1002ZLE, North externe not buried area, 1HF Building, /1HFB1909VBTV001, EN13030:2001 Aluminium, No, No
20442/67587,NA, GASK, 1, /1DVF7528GL-, Circular Gasket, 1000, 1000, 1000, 1000, 3, 0, 19, /1HFB1902ZL-, Firefighting Stairs, 1HF Building, NA, NA, No, No
20442/39492,/1DVF7528ZV-, HFAN, 2, /1DVF7528GL-, Undefined, 1000, 1000, 1000, 1000, 520, 0, 19, /1HFB1902ZL-, Firefighting Stairs, 1HF Building, NA, Manufacturer Specified, No, No
20442/67588,NA, GASK, 3, /1DVF7528GL-, Circular Gasket, 1000, 1000, 1000, 1000, 3, 0, 19, /1HFB1902ZL-, Firefighting Stairs, 1HF Building, NA, NA, No, No
20442/39501,NA, TRNS, 4, /1DVF7528GL-, Rectangular/Round Transition, 1000, 1000, 1000, 1000, 421, 0, 19, /1HFB1902ZL-, Firefighting Stairs, 1HF Building, NA, Galvanised Steel Z600, No, No
20442/67589,NA, GASK, 5, /1DVF7528GL-, Rectangular Gasket, 1000, 1000, 1000, 1000, 3, 0, 19, /1HFB1902ZL-, Firefighting Stairs, 1HF Building, NA, NA, No, No
20442/39503,/1DVF7528ZI-, SILE, 6, /1DVF7528GL-, Undefined, 1000, 1000, 1000, 1000, 0, 0, 19, /1HFB1902ZL-, Firefighting Stairs, 1HF Building, NA, Manufacturer Specified, No, No
20442/67590,NA, GASK, 7, /1DVF7528GL-, Rectangular Gasket, 1000, 1000, 1000, 1000, 3, 0, 19, /1HFB1902ZL-, Firefighting Stairs, 1HF Building, NA, NA, No, No
20442/39504,/1DVF7528BW-, MESH, 8, /1DVF7528GL-, Supply Air Grille - Mesh, 1000, 1000, 1000, 1000, 10, 0, 19, /1HFB1902ZL-, Firefighting Stairs, 1HF Building, NA, Galvanised Steel, No, No
20442/47245,/1DVF7601BH-, GRIL, 1, /1DVF7601GL-, Inlet Triple Bank Lourve, 1000, 1000, 1000, 1000, 247, 0, 23, /1HFA2301ZL-, Roof Top, 1HF Building, NA, Stainless Steel 316L, No, No
28634/24286,NA, GASK, 2, /1DVF7601GL-, Rectangular Gasket, 1000, 1000, 1000, 1000, 3, 0, va, Not Available, Not Available, 1HF Building, NA, NA, No, No
20442/6353,/1DVF7602RA-, DAMP, 3, /1DVF7601GL-, Isolating Power Damper, 1000, 1000, 1000, 1000, 200, 0, 23, /1HFA2301ZL-, Roof Top, 1HF Building, NA, Stainless Steel 316L, No, No
28634/24287,NA, GASK, 4, /1DVF7601GL-, Rectangular Gasket, 1000, 1000, 1000, 1000, 3, 0, 23, /1HFA2301ZL-, Roof Top, 1HF Building, NA, NA, No, No
20442/21174,NA, TRNS, 5, /1DVF7601GL-, Rectangular/Round Transition, 1000, 1000, 1000, 1000, 600, 0, 23, /1HFA2301ZL-, Roof Top, 1HF Building, NA, Stainless Steel 316L, No, No
28634/24288,NA, GASK, 6, /1DVF7601GL-, Circular Gasket, 1000, 1000, 1000, 1000, 3, 0, 23, /1HFA2301ZL-, Roof Top, 1HF Building, NA, NA, No, No
20442/21173,NA, FLEX, 1, /1DVF7603GL-, Circular Material Connection, 1000, 1000, 1000, 1000, 160, 0, 23, /1HFA2301ZL-, Roof Top, 1HF Building, NA, Stainless Steel 316L, No, No
28634/24289,NA, GASK, 2, /1DVF7603GL-, Circular Gasket, 1000, 1000, 1000, 1000, 3, 0, 23, /1HFA2301ZL-, Roof Top, 1HF Building, NA, NA, No, No
20442/21172,/1DVF7603ZV-, HFAN, 3, /1DVF7603GL-, Undefined, 1000, 1000, 1000, 1000, 750, 0, 23, /1HFA2301ZL-, Roof Top, 1HF Building, NA, Stainless Steel 316L, No, No
28634/24290,NA, GASK, 4, /1DVF7603GL-, Circular Gasket, 1000, 1000, 1000, 1000, 3, 0, 23, /1HFA2301ZL-, Roof Top, 1HF Building, NA, NA, No, No
20442/21171,NA, FLEX, 5, /1DVF7603GL-, Circular Material Connection, 1000, 1000, 1000, 1000, 160, 0, 23, /1HFA2301ZL-, Roof Top, 1HF Building, NA, Stainless Steel 316L, No, No
28634/24291,NA, GASK, 6, /1DVF7603GL-, Circular Gasket, 1000, 1000, 1000, 1000, 3, 0, 23, /1HFA2301ZL-, Roof Top, 1HF Building, NA, NA, No, No
20442/21170,NA, TRNS, 7, /1DVF7603GL-, Rectangular/Round Transition, 1000, 1000, 1000, 1000, 500, 0, 23, /1HFA2301ZL-, Roof Top, 1HF Building, NA, Stainless Steel 316L, No, No
28634/24292,NA, GASK, 8, /1DVF7603GL-, Rectangular Gasket, 1000, 1000, 1000, 1000, 3, 0, 23, /1HFA2301ZL-, Roof Top, 1HF Building, NA, NA, No, No
20442/40403,/1DVF7603ZI-, SILE, 9, /1DVF7603GL-, Undefined, 1000, 1000, 1000, 1000, 600, 0, 23, /1HFA2301ZL-, Roof Top, 1HF Building, NA, Stainless Steel 316L, No, No
28634/24295,NA, GASK, 10, /1DVF7603GL-, Rectangular Gasket, 1000, 1000, 1000, 1000, 3, 0, 23, /1HFA2301ZL-, Roof Top, 1HF Building, NA, NA, No, No
20442/43566,NA, STRT, 11, /1DVF7603GL-, Rectangular Straight, 1000, 1000, 1000, 1000, 500, 0, 23, /1HFA2301ZL-, Roof Top, 1HF Building, NA, Stainless Steel 316L, No, No
28634/24296,NA, GASK, 12, /1DVF7603GL-, Rectangular Gasket, 1000, 1000, 1000, 1000, 3, 0, 23, /1HFA2301ZL-, Roof Top, 1HF Building, NA, NA, No, No
20442/34939,NA, TAPE, 13, /1DVF7603GL-, Rectangular Taper, 1000, 1000, 750, 700, 850, 0, 23, /1HFA2301ZL-, Roof Top, 1HF Building, NA, Stainless Steel 316L, No, No
28634/24297,NA, GASK, 14, /1DVF7603GL-, Rectangular Gasket, 750, 700, 750, 700, 3, 0, 23, /1HFA2301ZL-, Roof Top, 1HF Building, NA, NA, No, No
20442/6346,NA, STRT, 15, /1DVF7603GL-, Rectangular Straight, 750, 700, 750, 700, 100, 0, 23, /1HFA2301ZL-, Roof Top, 1HF Building, /1HFA2365VBTV001, Stainless Steel 316L, No, No
20442/6346,NA, SKIR, 15, /1DVF7603GL-, Penetration Spool Plate, 750, 700, 1350, 1100, 6, 0, 23, /1HFA2301ZL-, Roof Top, 1HF Building, /1HFA2365VBTV001, Stainless Steel 316L, No, No
20442/7942,/1DVF7624BH-, MESH, 1, /1DVF7624GL-, Extract Air Grille - Mesh, 900, 900, 900, 900, 10, 0, 23, /1HFB2302ZL-, Firefighting Stairs, 1HF Building, NA, Stainless Steel 304L, EIS, No
20442/67700,NA, GASK, 2, /1DVF7624GL-, Rectangular Gasket, 900, 900, 900, 900, 3, 0, 23, /1HFB2302ZL-, Firefighting Stairs, 1HF Building, NA, NA, EIS, No
36826/684,/1DVF7623RA-, DAMP, 3, /1DVF7624GL-, Fire Damper, 900, 900, 900, 900, 300, 90, 23, /1HFB2302ZL-, Firefighting Stairs, 1HF Building, NA, Stainless Steel 304L, EIS, No
20442/67699,NA, GASK, 4, /1DVF7624GL-, Rectangular Gasket, 900, 900, 900, 900, 3, 0, 23, /1HFB2302ZL-, Firefighting Stairs, 1HF Building, NA, NA, EIS, No
20442/6358,NA, STRT, 5, /1DVF7624GL-, Rectangular Straight, 900, 900, 900, 900, 550, 90, 23, /1HFB2301ZL- /1HFB2302ZL-, Firefighting Lobby, 1HF Building, /1HFB2308VBTV001, Stainless Steel 304L, EIS, No
20442/6358,NA, SKIR, 5, /1DVF7624GL-, Penetration Spool Plate, 900, 900, 1450, 1450, 6, 0, 23, /1HFB2302ZL-, Firefighting Stairs, 1HF Building, /1HFB2308VBTV001, Stainless Steel 304L, EIS, No
20442/67701,NA, GASK, 6, /1DVF7624GL-, Rectangular Gasket, 900, 900, 900, 900, 3, 0, 23, /1HFB2301ZL-, Firefighting Lobby, 1HF Building, NA, NA, EIS, No
20442/6359,/1DVF7624BW-, MESH, 7, /1DVF7624GL-, Supply Air Grille - Mesh, 900, 900, 900, 900, 10, 0, 23, /1HFB2301ZL-, Firefighting Lobby, 1HF Building, NA, Stainless Steel 304L, EIS, No
28634/2973,/1DVF7626RA-, DAMP, 1, /1DVF7627GL-, Pressure Relief Damper, 1400, 1400, 1400, 1400, 200, 0, 23, /1HFB2302ZL-, Firefighting Stairs, 1HF Building, NA, Aluminium frame and Stainless Steel Blades, No, No
20442/67930,NA, GASK, 2, /1DVF7627GL-, Rectangular Gasket, 1400, 1400, 1400, 1400, 3, 0, 23, /1HFB2302ZL-, Firefighting Stairs, 1HF Building, NA, NA, No, No
28634/2974,NA, STRT, 3, /1DVF7627GL-, Rectangular Straight, 1400, 1400, 1400, 1400, 50, 0, 23, /1HFB2302ZL-, Firefighting Stairs, 1HF Building, /1HFB2309VBTV001, Stainless Steel 304L, No, No
28634/2974,NA, SKIR, 3, /1DVF7627GL-, Penetration Spool Plate, 1400, 1400, 1800, 1825, 3, 0, 23, /1HFB2302ZL-, Firefighting Stairs, 1HF Building, /1HFB2309VBTV001, Stainless Steel 304L, No, No
20442/47229,/1DVF7627BW-, GRIL, 4, /1DVF7627GL-, Exhaust Single  Bank Lourve, 1400, 1400, 1400, 1400, 195, 0, 10, /1HFB1002ZLE, North externe not buried area, 1HF Building, /1HFB2309VBTV001, EN13030:2001 Aluminium, No, No
20442/20801,/1DVF7724BH-, MESH, 1, /1DVF7724GL-, Extract Air Grille - Mesh, 900, 900, 900, 900, 10, 0, 27, /1HFB2702ZL-, Firefighting Stairs, 1HF Building, NA, Stainless Steel 304L, EIS, No
