Ref. No., Name, Type, Part No., Line Number, Detailed Desc., Inlet L., Inlet W., Outlet L., Outlet W., Length, Insulation, Level, Room, Room Description, Building, Penetration Reference, Material, Fire Rating, Approved for Cons/Fab
20442/18375,NA, BEND, 17, /1DVF1106GL-, Rectangular 90 degree Radiused Bend, 150, 200, 150, 200, 369, 90, 0A, /1HFA0A02ZL-, Firefighting Stairs, 1HF Building, NA, Stainless Steel 304L, No, Yes
20442/63767,NA, GASK, 18, /1DVF1106GL-, Rectangular Gasket, 150, 200, 150, 200, 3, 90, 0A, /1HFA0A02ZL-, Firefighting Stairs, 1HF Building, NA, NA, No, No
20442/18373,NA, STRT, 19, /1DVF1106GL-, Rectangular Straight, 150, 200, 150, 200, 1020, 0, 0A, /1HFA0A02ZL-, Firefighting Stairs, 1HF Building, NA, Stainless Steel 304L, No, Yes
20442/63768,NA, GASK, 20, /1DVF1106GL-, Rectangular Gasket, 200, 150, 200, 150, 3, 0, 0A, /1HFA0A02ZL-, Firefighting Stairs, 1HF Building, NA, NA, No, No
20442/1672,/1DVF1108BW-, MESH, 21, /1DVF1106GL-, Supply Air Grille - Mesh, 150, 200, 150, 200, 10, 0, 0A, /1HFA0A02ZL-, Firefighting Stairs, 1HF Building, NA, Stainless Steel 304L, No, No
20442/63824,NA, GASK, 1, /1DVF1110GL-, Rectangular Gasket, 100, 100, 100, 100, 3, 90, 0A, /1HFA0A03ZL-, Cable Deck  Interface with 1HGT and 1HGJ, 1HF Building, NA, NA, No, No
20442/18382,NA, STRT, 2, /1DVF1110GL-, Rectangular Straight, 100, 100, 100, 100, 1200, 90, 0A, /1HFA0A03ZL-, Cable Deck  Interface with 1HGT and 1HGJ, 1HF Building, NA, Stainless Steel 304L, No, Yes
20442/63823,NA, GASK, 3, /1DVF1110GL-, Rectangular Gasket, 100, 100, 100, 100, 3, 90, 0A, /1HFA0A03ZL-, Cable Deck  Interface with 1HGT and 1HGJ, 1HF Building, NA, NA, No, No
20442/18383,NA, STRT, 4, /1DVF1110GL-, Rectangular Straight, 100, 100, 100, 100, 550, 90, 0A, /1HFA0A02ZL- /1HFA0A03ZL-, Firefighting Stairs, 1HF Building, /1HFA0A06VBTV003, Stainless Steel 304L, No, Yes
20442/18383,NA, SKIR, 4, /1DVF1110GL-, Penetration Spool Plate, 100, 100, 650, 475, 6, 90, 0A, /1HFA0A02ZL-, Firefighting Stairs, 1HF Building, /1HFA0A06VBTV003, Stainless Steel 304L, No, Yes
20442/63825,NA, GASK, 5, /1DVF1110GL-, Rectangular Gasket, 100, 100, 100, 100, 3, 90, 0A, /1HFA0A02ZL-, Firefighting Stairs, 1HF Building, NA, NA, No, No
20442/19549,/1DVF1110RA-, DAMP, 6, /1DVF1110GL-, Fire Damper, 100, 100, 100, 100, 400, 90, 0A, /1HFA0A02ZL-, Firefighting Stairs, 1HF Building, NA, Stainless Steel 304L, No, No
20442/63826,NA, GASK, 7, /1DVF1110GL-, Rectangular Gasket, 100, 100, 100, 100, 3, 90, 0A, /1HFA0A02ZL-, Firefighting Stairs, 1HF Building, NA, NA, No, No
20442/18384,NA, STRT, 8, /1DVF1110GL-, Rectangular Straight, 100, 100, 100, 100, 200, 90, 0A, /1HFA0A02ZL-, Firefighting Stairs, 1HF Building, NA, Stainless Steel 304L, No, No
20442/63827,NA, GASK, 9, /1DVF1110GL-, Rectangular Gasket, 100, 100, 100, 100, 3, 90, 0A, /1HFA0A02ZL-, Firefighting Stairs, 1HF Building, NA, NA, No, No
20442/18380,/1DVF1111RA-, DAMP, 10, /1DVF1110GL-, Volume Control Dampers, 100, 100, 100, 100, 300, 90, 0A, /1HFA0A02ZL-, Firefighting Stairs, 1HF Building, NA, Stainless Steel 304L, No, No
20442/63828,NA, GASK, 11, /1DVF1110GL-, Rectangular Gasket, 100, 100, 100, 100, 3, 90, 0A, /1HFA0A02ZL-, Firefighting Stairs, 1HF Building, NA, NA, No, No
20442/18387,NA, STRT, 12, /1DVF1110GL-, Rectangular Straight, 100, 100, 100, 100, 745, 90, 0A, /1HFA0A02ZL-, Firefighting Stairs, 1HF Building, NA, Stainless Steel 304L, No, Yes
20442/63829,NA, GASK, 13, /1DVF1110GL-, Rectangular Gasket, 100, 100, 100, 100, 3, 90, 0A, /1HFA0A02ZL-, Firefighting Stairs, 1HF Building, NA, NA, No, No
20442/18386,NA, BEND, 14, /1DVF1110GL-, Rectangular 90 degree Radiused Bend, 100, 100, 100, 100, 193, 0, 0A, /1HFA0A02ZL-, Firefighting Stairs, 1HF Building, NA, Stainless Steel 304L, No, Yes
28634/24376,NA, GASK, 15, /1DVF1110GL-, Rectangular Gasket, 100, 100, 100, 100, 3, 0, 0A, /1HFA0A02ZL-, Firefighting Stairs, 1HF Building, NA, NA, No, No
20442/18388,NA, STRT, 16, /1DVF1110GL-, Rectangular Straight, 100, 100, 100, 100, 1200, 0, 0A, /1HFA0A02ZL-, Firefighting Stairs, 1HF Building, NA, Stainless Steel 304L, No, Yes
28634/24377,NA, GASK, 17, /1DVF1110GL-, Rectangular Gasket, 100, 100, 100, 100, 3, 0, 0A, /1HFA0A02ZL-, Firefighting Stairs, 1HF Building, NA, NA, No, No
20442/55594,NA, STRT, 18, /1DVF1110GL-, Rectangular Straight, 100, 100, 100, 100, 1200, 0, 0A, /1HFA0A02ZL-, Firefighting Stairs, 1HF Building, NA, Stainless Steel 304L, No, Yes
28634/24378,NA, GASK, 19, /1DVF1110GL-, Rectangular Gasket, 100, 100, 100, 100, 3, 0, 0A, /1HFA0A02ZL-, Firefighting Stairs, 1HF Building, NA, NA, No, No
20442/55595,NA, STRT, 20, /1DVF1110GL-, Rectangular Straight, 100, 100, 100, 100, 1200, 0, 0A, /1HFA0A02ZL-, Firefighting Stairs, 1HF Building, NA, Stainless Steel 304L, No, Yes
28634/24379,NA, GASK, 21, /1DVF1110GL-, Rectangular Gasket, 100, 100, 100, 100, 3, 0, 0A, /1HFA0A02ZL-, Firefighting Stairs, 1HF Building, NA, NA, No, No
20442/67999,NA, OFST, 22, /1DVF1110GL-, Rectangular Mitred Offset, 100, 100, 100, 100, 1165, 0, 0A, /1HFA0A02ZL-, Firefighting Stairs, 1HF Building, NA, Stainless Steel 304L, No, Yes
28634/24382,NA, GASK, 23, /1DVF1110GL-, Rectangular Gasket, 100, 100, 100, 100, 3, 90, 0A, /1HFA0A02ZL-, Firefighting Stairs, 1HF Building, NA, NA, No, No
20442/55599,NA, STRT, 24, /1DVF1110GL-, Rectangular Straight, 100, 100, 100, 100, 964, 90, 0A, /1HFA0A02ZL-, Firefighting Stairs, 1HF Building, NA, Stainless Steel 304L, No, No
28634/24386,NA, GASK, 25, /1DVF1110GL-, Rectangular Gasket, 100, 100, 100, 100, 3, 90, 0A, /1HFA0A02ZL-, Firefighting Stairs, 1HF Building, NA, NA, No, No
20442/55605,/1DVF1112RA-, DAMP, 26, /1DVF1110GL-, Fire Damper, 100, 100, 100, 100, 400, 90, 0A, /1HFA0A02ZL-, Firefighting Stairs, 1HF Building, NA, Stainless Steel 304L, No, No
28634/24383,NA, GASK, 27, /1DVF1110GL-, Rectangular Gasket, 100, 100, 100, 100, 3, 90, 0A, /1HFA0A02ZL-, Firefighting Stairs, 1HF Building, NA, NA, No, No
20442/55606,NA, STRT, 28, /1DVF1110GL-, Rectangular Straight, 100, 100, 100, 100, 550, 90, 0A, /1HFA0A01ZL- /1HFA0A02ZL-, Firefighting Lobby, 1HF Building, /1HFA0A51VBTV002, Stainless Steel 304L, No, Yes
20442/55606,NA, SKIR, 28, /1DVF1110GL-, Penetration Spool Plate, 100, 100, 650, 650, 6, 90, 0A, /1HFA0A02ZL-, Firefighting Stairs, 1HF Building, /1HFA0A51VBTV002, Stainless Steel 304L, No, Yes
28634/24387,NA, GASK, 29, /1DVF1110GL-, Rectangular Gasket, 100, 100, 100, 100, 3, 90, 0A, /1HFA0A01ZL-, Firefighting Lobby, 1HF Building, NA, NA, No, No
20442/55608,/1DVF1113BW-, MESH, 30, /1DVF1110GL-, Supply Air Grille - Mesh, 100, 100, 100, 100, 10, 90, 0A, /1HFA0A01ZL-, Firefighting Lobby, 1HF Building, NA, Stainless Steel 304L, No, No
20442/22974,NA, STRT, 1, /1DVF1201GL-, Rectangular Straight, 500, 550, 500, 550, 700, 90, 04, /1HFA0404ZL- /1HFA1004ZL-, Cable deck, 1HF Building, /1HFA1001DBTV006, Stainless Steel 304L, No, Yes
20442/22974,NA, SKIR, 1, /1DVF1201GL-, Penetration Spool Plate, 500, 550, 1030, 1050, 6, 90, 10, /1HFA1004ZL-, HV/LV Switchgear Room, 1HF Building, /1HFA1001DBTV006, Stainless Steel 304L, No, Yes
28634/24388,NA, GASK, 2, /1DVF1201GL-, Rectangular Gasket, 500, 550, 500, 550, 3, 90, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
20442/7971,NA, STRT, 3, /1DVF1201GL-, Rectangular Straight, 500, 550, 500, 550, 1000, 90, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, Stainless Steel 304L, No, Yes
28634/24389,NA, GASK, 4, /1DVF1201GL-, Rectangular Gasket, 500, 550, 500, 550, 3, 90, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
20442/18842,NA, STRT, 5, /1DVF1201GL-, Rectangular Straight, 500, 550, 500, 550, 1200, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, Stainless Steel 304L, No, Yes
20442/18842,/1DVF1201GLB0001T001, BRCO, 5, /1DVF1201GL-, Rectangular Boot Branch Connector, 550, 500, 550, 500, 150, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA,  Stainless Steel 304L, No, Yes
28634/24390,NA, GASK, 6, /1DVF1201GL-, Rectangular Gasket, 550, 500, 550, 500, 3, 90, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
36826/4276,NA, STRT, 7, /1DVF1201GL-, Rectangular Straight, 550, 500, 550, 500, 1150, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, Stainless Steel 304L, No, Yes
28634/24391,NA, GASK, 8, /1DVF1201GL-, Rectangular Gasket, 550, 500, 550, 500, 3, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
20442/18841,NA, STRT, 9, /1DVF1201GL-, Rectangular Straight, 550, 500, 550, 500, 400, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, Stainless Steel 304L, No, Yes
28634/24392,NA, GASK, 10, /1DVF1201GL-, Rectangular Gasket, 550, 500, 550, 500, 3, 90, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
20442/18843,NA, TAPE, 11, /1DVF1201GL-, Rectangular Taper, 500, 550, 200, 350, 900, 90, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, Stainless Steel 304L, No, Yes
28634/24393,NA, GASK, 12, /1DVF1201GL-, Rectangular Gasket, 200, 350, 200, 350, 3, 90, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
20442/18845,NA, STRT, 13, /1DVF1201GL-, Rectangular Straight, 200, 350, 200, 350, 326, 90, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, Stainless Steel 304L, No, No
28634/24394,NA, GASK, 14, /1DVF1201GL-, Rectangular Gasket, 200, 350, 200, 350, 3, 90, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
28634/3450,/1DVF1201RA-, DAMP, 15, /1DVF1201GL-, Fire Damper, 350, 200, 350, 200, 300, 90, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, Stainless Steel 304L, No, No
28634/24395,NA, GASK, 16, /1DVF1201GL-, Rectangular Gasket, 350, 200, 350, 200, 3, 90, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
28634/24397,NA, GASK, 1, /1DVF1202GL-, Rectangular Gasket, 450, 500, 450, 500, 3, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
20442/1865,/1DVF1202RA-, DAMP, 2, /1DVF1202GL-, Volume Control Dampers, 500, 450, 500, 450, 200, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, Stainless Steel 304L, No, No
28634/24396,NA, GASK, 3, /1DVF1202GL-, Rectangular Gasket, 500, 450, 500, 450, 3, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
20442/18973,NA, STRT, 4, /1DVF1202GL-, Rectangular Straight, 500, 450, 500, 450, 631, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, Stainless Steel 304L, No, Yes
28634/24398,NA, GASK, 5, /1DVF1202GL-, Rectangular Gasket, 500, 450, 500, 450, 3, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
20442/19721,NA, BEND, 6, /1DVF1202GL-, Rectangular 60 degree Radiused Bend, 500, 450, 500, 450, 487, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, Stainless Steel 304L, No, Yes
28634/24399,NA, GASK, 7, /1DVF1202GL-, Rectangular Gasket, 500, 450, 500, 450, 3, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
20442/19726,NA, STRT, 8, /1DVF1202GL-, Rectangular Straight, 500, 450, 500, 450, 1200, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, Stainless Steel 304L, No, Yes
28634/24400,NA, GASK, 9, /1DVF1202GL-, Rectangular Gasket, 450, 500, 450, 500, 3, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
20442/1868,NA, BEND, 10, /1DVF1202GL-, Rectangular 30 degree Radiused Bend, 500, 450, 500, 450, 587, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, Stainless Steel 304L, No, Yes
28634/24401,NA, GASK, 11, /1DVF1202GL-, Rectangular Gasket, 500, 450, 500, 450, 3, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
20442/18976,NA, STRT, 12, /1DVF1202GL-, Rectangular Straight, 500, 450, 500, 450, 1200, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, Stainless Steel 304L, No, Yes
20442/18976,/1DVF1202GLB0001T001, BRCO, 12, /1DVF1202GL-, Rectangular Boot Branch Connector, 500, 450, 500, 450, 100, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA,  Stainless Steel 304L, No, Yes
28634/24407,NA, GASK, 13, /1DVF1202GL-, Rectangular Gasket, 250, 250, 250, 250, 3, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
20442/19021,/1DVF1203RA-, DAMP, 14, /1DVF1202GL-, Volume Control Dampers, 250, 250, 250, 250, 200, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, Stainless Steel 304L, No, No
28634/24406,NA, GASK, 15, /1DVF1202GL-, Rectangular Gasket, 250, 250, 250, 250, 3, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
20442/22966,NA, OFST, 16, /1DVF1202GL-, Rectangular Mitred Offset, 250, 250, 250, 250, 1200, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, Stainless Steel 304L, No, Yes
28634/24408,NA, GASK, 17, /1DVF1202GL-, Rectangular Gasket, 250, 250, 250, 250, 3, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
20442/19022,NA, STRT, 18, /1DVF1202GL-, Rectangular Straight, 250, 250, 250, 250, 1200, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, Stainless Steel 304L, No, Yes
20442/63856,NA, GASK, 19, /1DVF1202GL-, Rectangular Gasket, 250, 250, 250, 250, 3, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
20442/19024,NA, STRT, 20, /1DVF1202GL-, Rectangular Straight, 250, 250, 250, 250, 1200, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, Stainless Steel 304L, No, Yes
20442/19024,/1DVF1202GLB0002T001, BRCO, 20, /1DVF1202GL-, Rectangular Boot Branch Connector, 250, 250, 250, 250, 75, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA,  Stainless Steel 304L, No, Yes
20442/63857,NA, GASK, 21, /1DVF1202GL-, Rectangular Gasket, 250, 250, 250, 250, 3, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
20442/19026,NA, STRT, 22, /1DVF1202GL-, Rectangular Straight, 250, 250, 250, 250, 1200, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, Stainless Steel 304L, No, Yes
20442/63858,NA, GASK, 23, /1DVF1202GL-, Rectangular Gasket, 250, 250, 250, 250, 3, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
20442/19027,NA, STRT, 24, /1DVF1202GL-, Rectangular Straight, 250, 250, 250, 250, 1200, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, Stainless Steel 304L, No, Yes
20442/63860,NA, GASK, 25, /1DVF1202GL-, Rectangular Gasket, 250, 250, 250, 250, 3, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
20442/63866,NA, GASK, 26, /1DVF1202GL-, Rectangular Gasket, 200, 200, 200, 200, 3, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
20442/1886,/1DVF1204BW-, MESH, 27, /1DVF1202GL-, Supply Air Grille - Double Deflection with Damper, 200, 200, 200, 200, 10, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, Extruded Aluminium, No, No
20442/63865,NA, GASK, 28, /1DVF1202GL-, Rectangular Gasket, 200, 200, 200, 200, 3, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
20442/1889,/1DVF1205BW-, MESH, 29, /1DVF1202GL-, Supply Air Grille - Double Deflection with Damper, 200, 200, 200, 200, 10, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, Extruded Aluminium, No, No
20442/63859,NA, GASK, 30, /1DVF1202GL-, Rectangular Gasket, 200, 200, 200, 200, 3, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
20442/1892,/1DVF1206BW-, MESH, 31, /1DVF1202GL-, Supply Air Grille - Double Deflection with Damper, 200, 200, 200, 200, 10, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, Extruded Aluminium, No, No
20442/55780,NA, STRT, 32, /1DVF1202GL-, Rectangular Straight, 250, 250, 250, 250, 1200, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, Stainless Steel 304L, No, Yes
20442/63861,NA, GASK, 33, /1DVF1202GL-, Rectangular Gasket, 250, 250, 250, 250, 3, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
20442/55783,NA, STRT, 34, /1DVF1202GL-, Rectangular Straight, 250, 250, 250, 250, 1200, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, Stainless Steel 304L, No, Yes
20442/55783,/1DVF1202GLB0002T002, BRCO, 34, /1DVF1202GL-, Rectangular Boot Branch Connector, 250, 250, 250, 250, 75, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA,  Stainless Steel 304L, No, Yes
20442/63862,NA, GASK, 35, /1DVF1202GL-, Rectangular Gasket, 250, 250, 250, 250, 3, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
20442/55785,NA, STRT, 36, /1DVF1202GL-, Rectangular Straight, 250, 250, 250, 250, 1200, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, Stainless Steel 304L, No, Yes
20442/63863,NA, GASK, 37, /1DVF1202GL-, Rectangular Gasket, 250, 250, 250, 250, 3, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
20442/55788,NA, STRT, 38, /1DVF1202GL-, Rectangular Straight, 250, 250, 250, 250, 1200, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, Stainless Steel 304L, No, Yes
20442/63864,NA, GASK, 39, /1DVF1202GL-, Rectangular Gasket, 250, 250, 250, 250, 3, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
20442/55789,NA, STRT, 40, /1DVF1202GL-, Rectangular Straight, 250, 250, 250, 250, 1200, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, Stainless Steel 304L, No, Yes
20442/55789,/1DVF1202GLB0002T003, BRCO, 40, /1DVF1202GL-, Rectangular Boot Branch Connector, 250, 250, 250, 250, 75, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA,  Stainless Steel 304L, No, Yes
20442/61115,NA, GASK, 1, /1DVF1211GL-, Rectangular Gasket, 100, 100, 100, 100, 3, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
20442/18996,/1DVF1211RA-, DAMP, 2, /1DVF1211GL-, Volume Control Dampers, 100, 100, 100, 100, 300, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, Stainless Steel 304L, No, No
20442/61116,NA, GASK, 3, /1DVF1211GL-, Rectangular Gasket, 100, 100, 100, 100, 3, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
20442/18994,NA, STRT, 4, /1DVF1211GL-, Rectangular Straight, 100, 100, 100, 100, 473, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, Stainless Steel 304L, No, Yes
20442/61117,NA, GASK, 5, /1DVF1211GL-, Rectangular Gasket, 100, 100, 100, 100, 3, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
20442/18999,NA, STRT, 6, /1DVF1211GL-, Rectangular Straight, 100, 100, 100, 100, 1200, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, Stainless Steel 304L, No, Yes
20442/61118,NA, GASK, 7, /1DVF1211GL-, Rectangular Gasket, 100, 100, 100, 100, 3, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
28634/20537,NA, STRT, 8, /1DVF1211GL-, Rectangular Straight, 100, 100, 100, 100, 1152.5, 90, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, Stainless Steel 304L, No, No
20442/61119,NA, GASK, 9, /1DVF1211GL-, Rectangular Gasket, 100, 100, 100, 100, 3, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
20442/18997,/1DVF1213RA-, DAMP, 10, /1DVF1211GL-, Fire Damper, 100, 100, 100, 100, 400, 90, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, Stainless Steel 304L, No, No
20442/61120,NA, GASK, 11, /1DVF1211GL-, Rectangular Gasket, 100, 100, 100, 100, 3, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
28634/20540,NA, STRT, 12, /1DVF1211GL-, Rectangular Straight, 100, 100, 100, 100, 550, 90, 04, /1HFA0401ZL- /1HFA0404ZL-, Firefighting Lobby, 1HF Building, /1HFA0406VBTV001, Stainless Steel 304L, No, Yes
28634/20540,NA, SKIR, 12, /1DVF1211GL-, Penetration Spool Plate, 100, 100, 525, 650, 6, 0, 04, /1HFA0401ZL-, Firefighting Lobby, 1HF Building, /1HFA0406VBTV001, Stainless Steel 304L, No, Yes
20442/61121,NA, GASK, 13, /1DVF1211GL-, Rectangular Gasket, 100, 100, 100, 100, 3, 0, 04, /1HFA0401ZL-, Firefighting Lobby, 1HF Building, NA, NA, No, No
28634/540,/1DVF1214BW-, MESH, 14, /1DVF1211GL-, Supply Air Grille - Mesh, 100, 100, 100, 100, 10, 0, 04, /1HFA0401ZL-, Firefighting Lobby, 1HF Building, NA, Stainless Steel 304L, No, No
20442/63867,NA, GASK, 1, /1DVF1217GL-, Rectangular Gasket, 500, 450, 500, 450, 3, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
20442/19037,NA, TAPE, 2, /1DVF1217GL-, Rectangular Taper, 450, 500, 350, 500, 350, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, Stainless Steel 304L, No, Yes
20442/61061,NA, GASK, 3, /1DVF1217GL-, Rectangular Gasket, 350, 500, 350, 500, 3, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
20442/1904,NA, STRT, 4, /1DVF1217GL-, Rectangular Straight, 350, 500, 350, 500, 947, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, Stainless Steel 304L, No, Yes
20442/61062,NA, GASK, 5, /1DVF1217GL-, Rectangular Gasket, 350, 500, 350, 500, 3, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
20442/1905,NA, STRT, 6, /1DVF1217GL-, Rectangular Straight, 500, 350, 500, 350, 1200, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, Stainless Steel 304L, No, Yes
20442/61063,NA, GASK, 7, /1DVF1217GL-, Rectangular Gasket, 500, 350, 500, 350, 3, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
20442/18990,NA, STRT, 8, /1DVF1217GL-, Rectangular Straight, 500, 350, 500, 350, 1200, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, Stainless Steel 304L, No, Yes
20442/61064,NA, GASK, 9, /1DVF1217GL-, Rectangular Gasket, 500, 350, 500, 350, 3, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
20442/18991,NA, STRT, 10, /1DVF1217GL-, Rectangular Straight, 500, 350, 500, 350, 1200, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, Stainless Steel 304L, No, Yes
20442/18991,/1DVF1217GLB0001T001, BRCO, 10, /1DVF1217GL-, Rectangular Boot Branch Connector, 500, 350, 500, 350, 75, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA,  Stainless Steel 304L, No, Yes
20442/61065,NA, GASK, 11, /1DVF1217GL-, Rectangular Gasket, 500, 350, 500, 350, 3, 0, 04, /1HFA0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
20442/18992,NA, STRT, 12, /1DVF1217GL-, Rectangular Straight, 500, 350, 500, 350, 1200, 0, 04, /1HFA0404ZL- /1HFA0405ZL-, Cable deck, 1HF Building, NA, Stainless Steel 304L, No, Yes
20442/61066,NA, GASK, 13, /1DVF1217GL-, Rectangular Gasket, 500, 350, 500, 350, 3, 0, 04, /1HFA0405ZL-, Cable deck  Battery Room Roof, 1HF Building, NA, NA, No, No
20442/1908,NA, BEND, 14, /1DVF1217GL-, Rectangular 90 degree Radiused Bend, 500, 350, 500, 350, 500, 0, 04, /1HFA0405ZL-, Cable deck  Battery Room Roof, 1HF Building, NA, Stainless Steel 304L, No, Yes
20442/61067,NA, GASK, 15, /1DVF1217GL-, Rectangular Gasket, 500, 350, 500, 350, 3, 0, 04, /1HFA0405ZL-, Cable deck  Battery Room Roof, 1HF Building, NA, NA, No, No
20442/22867,NA, OFST, 16, /1DVF1217GL-, Rectangular Mitred Offset, 350, 500, 350, 500, 1081.6, 0, 04, /1HFA0405ZL-, Cable deck  Battery Room Roof, 1HF Building, NA, Stainless Steel 304L, No, Yes
20442/61068,NA, GASK, 17, /1DVF1217GL-, Rectangular Gasket, 350, 500, 350, 500, 3, 0, 04, /1HFA0405ZL-, Cable deck  Battery Room Roof, 1HF Building, NA, NA, No, No
20442/1910,NA, STRT, 18, /1DVF1217GL-, Rectangular Straight, 350, 500, 350, 500, 1200, 0, 04, /1HFA0405ZL-, Cable deck  Battery Room Roof, 1HF Building, NA, Stainless Steel 304L, No, Yes
