Flange Reference, Duct Reference, PDMS Duct Type, Line Number, Flange Height, Duct Length A (mm), Duct Width B (mm), Level
20442/61001/50B, 20442/61001, STRT, /1DVF1405GL-, 50, 500, 200, 14
20442/61001/40C, 20442/61001, BRCO, /1DVF1405GL-, 40, 300, 200, 14
20442/61003/50A, 20442/61003, STRT, /1DVF1405GL-, 50, 500, 200, 14
20442/61003/50B, 20442/61003, STRT, /1DVF1405GL-, 50, 500, 200, 14
20442/61006/50A, 20442/61006, STRT, /1DVF1405GL-, 50, 500, 200, 14
20442/61006/50B, 20442/61006, STRT, /1DVF1405GL-, 50, 500, 200, 14
20442/61007/50A, 20442/61007, STRT, /1DVF1405GL-, 50, 500, 200, 14
20442/61007/40C, 20442/61007, BRCO, /1DVF1405GL-, 40, 300, 200, 14
20442/19164/40A, 20442/19164, OFST, /1DVF1412GL-, 40, 300, 300, 14
20442/19164/40B, 20442/19164, OFST, /1DVF1412GL-, 40, 300, 300, 14
20442/19165/40A, 20442/19165, STRT, /1DVF1412GL-, 40, 300, 300, 14
20442/19165/40B, 20442/19165, STRT, /1DVF1412GL-, 40, 300, 300, 14
20442/19166/40A, 20442/19166, STRT, /1DVF1412GL-, 40, 300, 300, 14
20442/19166/40B, 20442/19166, STRT, /1DVF1412GL-, 40, 300, 300, 14
20442/19167/40A, 20442/19167, STRT, /1DVF1412GL-, 40, 300, 300, 14
20442/19167/40B, 20442/19167, STRT, /1DVF1412GL-, 40, 300, 300, 14
20442/30420/40A, 20442/30420, OFST, /1DVF1412GL-, 40, 300, 300, 14
20442/30420/40B, 20442/30420, OFST, /1DVF1412GL-, 40, 300, 300, 14
20442/19169/40A, 20442/19169, BEND, /1DVF1412GL-, 40, 300, 300, 14
20442/19169/40B, 20442/19169, BEND, /1DVF1412GL-, 40, 300, 300, 14
20442/47005/40A, 20442/47005, STRT, /1DVF1412GL-, 40, 300, 300, 14
20442/47005/40B, 20442/47005, STRT, /1DVF1412GL-, 40, 300, 300, 14
20442/19170/40A, 20442/19170, STRT, /1DVF1412GL-, 40, 300, 300, 14
20442/19170/40B, 20442/19170, STRT, /1DVF1412GL-, 40, 300, 300, 14
20442/19120/40A, 20442/19120, STRT, /1DVF1414GL-, 40, 100, 100, 14
20442/19120/40B, 20442/19120, STRT, /1DVF1414GL-, 40, 100, 100, 14
28634/23172/50A, 28634/23172, STRT, /1DVF1501GL-, 50, 800, 800, 19
28634/23172/50B, 28634/23172, STRT, /1DVF1501GL-, 50, 800, 800, 19
28634/7949/50A, 28634/7949, STRT, /1DVF1501GL-, 50, 800, 800, 19
28634/7949/50B, 28634/7949, STRT, /1DVF1501GL-, 50, 800, 800, 19
28634/7939/50A, 28634/7939, STRT, /1DVF1501GL-, 50, 800, 800, 19
28634/7939/50B, 28634/7939, STRT, /1DVF1501GL-, 50, 800, 800, 19
28634/7939/50C, 28634/7939, BRCO, /1DVF1501GL-, 50, 650, 700, 19
20442/52300/50A, 20442/52300, STRT, /1DVF1501GL-, 50, 800, 800, 19
20442/52300/50B, 20442/52300, STRT, /1DVF1501GL-, 50, 800, 800, 19
20442/25890/50A, 20442/25890, STRT, /1DVF1501GL-, 50, 700, 650, 19
20442/25890/50B, 20442/25890, STRT, /1DVF1501GL-, 50, 700, 650, 19
20442/25891/50A, 20442/25891, BEND, /1DVF1501GL-, 50, 700, 650, 19
20442/25891/50B, 20442/25891, BEND, /1DVF1501GL-, 50, 700, 650, 19
20442/30969/50A, 20442/30969, STRT, /1DVF1501GL-, 50, 700, 650, 19
20442/30969/50B, 20442/30969, STRT, /1DVF1501GL-, 50, 700, 650, 19
20442/30973/50A, 20442/30973, STRT, /1DVF1501GL-, 50, 700, 650, 19
20442/30973/50B, 20442/30973, STRT, /1DVF1501GL-, 50, 700, 650, 19
20442/25893/50A, 20442/25893, BEND, /1DVF1501GL-, 50, 650, 700, 19
20442/25893/50B, 20442/25893, BEND, /1DVF1501GL-, 50, 650, 700, 19
20442/30962/50A, 20442/30962, TAPE, /1DVF1502GL-, 50, 800, 800, 19
20442/30962/50B, 20442/30962, TAPE, /1DVF1502GL-, 50, 650, 700, 19
20442/29397/50A, 20442/29397, STRT, /1DVF1502GL-, 50, 650, 700, 19
20442/29397/50B, 20442/29397, STRT, /1DVF1502GL-, 50, 650, 700, 19
20442/19902/50A, 20442/19902, STRT, /1DVF1504GL-, 50, 1000, 650, 19
20442/19902/50B, 20442/19902, STRT, /1DVF1504GL-, 50, 1000, 650, 19
20442/19902/50C, 20442/19902, BRCO, /1DVF1504GL-, 50, 600, 1000, 19
20442/19601/50A, 20442/19601, TAPE, /1DVF1504GL-, 50, 800, 800, 19
20442/19601/50B, 20442/19601, TAPE, /1DVF1504GL-, 50, 650, 1000, 19
20442/19578/50A, 20442/19578, BEND, /1DVF1504GL-, 50, 800, 800, 19
20442/19578/50B, 20442/19578, BEND, /1DVF1504GL-, 50, 800, 800, 19
28634/4309/50A, 28634/4309, STRT, /1DVF1504GL-, 50, 800, 800, 19
28634/4309/50B, 28634/4309, STRT, /1DVF1504GL-, 50, 800, 800, 19
28634/4272/50A, 28634/4272, OFST, /1DVF1504GL-, 50, 800, 800, 19
28634/4272/50B, 28634/4272, OFST, /1DVF1504GL-, 50, 800, 800, 19
28634/4278/50A, 28634/4278, STRT, /1DVF1504GL-, 50, 800, 800, 19
28634/4278/50B, 28634/4278, STRT, /1DVF1504GL-, 50, 800, 800, 19
36826/4291/50A, 36826/4291, STRT, /1DVF1504GL-, 50, 800, 800, 19
36826/4291/50B, 36826/4291, STRT, /1DVF1504GL-, 50, 800, 800, 19
28634/4310/50A, 28634/4310, STRT, /1DVF1504GL-, 50, 800, 800, 19
28634/4310/50B, 28634/4310, STRT, /1DVF1504GL-, 50, 800, 800, 19
28634/4315/50A, 28634/4315, STRT, /1DVF1504GL-, 50, 800, 800, 19
28634/4315/50B, 28634/4315, STRT, /1DVF1504GL-, 50, 800, 800, 19
28634/4315/40C, 28634/4315, BRCO, /1DVF1504GL-, 40, 300, 300, 19
28634/4315/40D, 28634/4315, BRCO, /1DVF1504GL-, 40, 300, 250, 19
28634/8281/50A, 28634/8281, BEND, /1DVF1504GL-, 50, 800, 800, 19
28634/8281/50B, 28634/8281, BEND, /1DVF1504GL-, 50, 800, 800, 19
20442/19590/50A, 20442/19590, STRT, /1DVF1504GL-, 50, 800, 800, 19
20442/19590/50B, 20442/19590, STRT, /1DVF1504GL-, 50, 800, 800, 19
20442/19602/50A, 20442/19602, STRT, /1DVF1504GL-, 50, 800, 800, 19
20442/19602/50B, 20442/19602, STRT, /1DVF1504GL-, 50, 800, 800, 19
20442/23720/50A, 20442/23720, STRT, /1DVF1504GL-, 50, 1000, 600, 19
20442/23720/50B, 20442/23720, STRT, /1DVF1504GL-, 50, 1000, 600, 19
28634/8145/50A, 28634/8145, TAPE, /1DVF1505GL-, 50, 600, 1000, 19
28634/8145/50B, 28634/8145, TAPE, /1DVF1505GL-, 50, 650, 1000, 19
20442/52308/40A, 20442/52308, STRT, /1DVF1508GL-, 40, 300, 250, 19
20442/52308/40B, 20442/52308, STRT, /1DVF1508GL-, 40, 300, 250, 19
20442/18714/40A, 20442/18714, STRT, /1DVF1508GL-, 40, 300, 250, 19
20442/18714/40B, 20442/18714, STRT, /1DVF1508GL-, 40, 300, 250, 19
20442/30922/40A, 20442/30922, STRT, /1DVF1508GL-, 40, 300, 250, 19
20442/30922/40B, 20442/30922, STRT, /1DVF1508GL-, 40, 300, 250, 19
28634/649/40A, 28634/649, STRT, /1DVF1508GL-, 40, 300, 250, 19
28634/649/40B, 28634/649, STRT, /1DVF1508GL-, 40, 300, 250, 19
28634/649/40C, 28634/649, BRCO, /1DVF1508GL-, 40, 100, 100, 19
36826/859/40A, 36826/859, OFST, /1DVF1508GL-, 40, 250, 300, 19
36826/859/40B, 36826/859, OFST, /1DVF1508GL-, 40, 250, 300, 19
20442/30958/40A, 20442/30958, STRT, /1DVF1508GL-, 40, 250, 300, 19
20442/30958/40B, 20442/30958, STRT, /1DVF1508GL-, 40, 250, 300, 19
20442/18695/40A, 20442/18695, STRT, /1DVF1508GL-, 40, 250, 300, 19
20442/18695/40B, 20442/18695, STRT, /1DVF1508GL-, 40, 250, 300, 19
28634/8310/40A, 28634/8310, STRT, /1DVF1508GL-, 40, 250, 300, 19
28634/8310/40B, 28634/8310, STRT, /1DVF1508GL-, 40, 250, 300, 19
28634/8343/40A, 28634/8343, OFST, /1DVF1508GL-, 40, 300, 250, 19
28634/8343/40B, 28634/8343, OFST, /1DVF1508GL-, 40, 300, 250, 19
20442/56333/40A, 20442/56333, STRT, /1DVF1508GL-, 40, 300, 250, 19
20442/56333/40B, 20442/56333, STRT, /1DVF1508GL-, 40, 300, 250, 19
20442/56335/40A, 20442/56335, STRT, /1DVF1508GL-, 40, 300, 250, 19
20442/56335/40B, 20442/56335, STRT, /1DVF1508GL-, 40, 300, 250, 19
20442/56337/40A, 20442/56337, STRT, /1DVF1508GL-, 40, 250, 300, 19
20442/56337/40B, 20442/56337, STRT, /1DVF1508GL-, 40, 250, 300, 19
20442/56337/40C, 20442/56337, BRCO, /1DVF1508GL-, 40, 200, 200, 19
20442/56339/40A, 20442/56339, STRT, /1DVF1508GL-, 40, 300, 250, 19
20442/56339/40B, 20442/56339, STRT, /1DVF1508GL-, 40, 300, 250, 19
20442/56340/40A, 20442/56340, STRT, /1DVF1508GL-, 40, 300, 250, 19
20442/56340/40B, 20442/56340, STRT, /1DVF1508GL-, 40, 300, 250, 19
20442/56340/40C, 20442/56340, BRCO, /1DVF1508GL-, 40, 200, 200, 19
20442/56342/40A, 20442/56342, STRT, /1DVF1508GL-, 40, 300, 250, 19
20442/56342/40B, 20442/56342, STRT, /1DVF1508GL-, 40, 300, 250, 19
20442/56343/40A, 20442/56343, STRT, /1DVF1508GL-, 40, 300, 250, 19
20442/56343/40C, 20442/56343, BRCO, /1DVF1508GL-, 40, 200, 200, 19
20442/18721/40A, 20442/18721, BEND, /1DVF1551GL-, 40, 300, 300, 19
20442/18721/40B, 20442/18721, BEND, /1DVF1551GL-, 40, 300, 300, 19
28634/4319/40A, 28634/4319, STRT, /1DVF1551GL-, 40, 300, 300, 19
28634/4319/40B, 28634/4319, STRT, /1DVF1551GL-, 40, 300, 300, 19
20442/18722/40A, 20442/18722, STRT, /1DVF1551GL-, 40, 300, 300, 19
20442/18722/40B, 20442/18722, STRT, /1DVF1551GL-, 40, 300, 300, 19
20442/18722/40C, 20442/18722, BRCO, /1DVF1551GL-, 40, 150, 100, 19
20442/18723/40A, 20442/18723, STRT, /1DVF1551GL-, 40, 300, 300, 19
20442/18723/40B, 20442/18723, STRT, /1DVF1551GL-, 40, 300, 300, 19
20442/18724/40A, 20442/18724, STRT, /1DVF1551GL-, 40, 300, 300, 19
20442/18724/40B, 20442/18724, STRT, /1DVF1551GL-, 40, 300, 300, 19
20442/18725/40A, 20442/18725, STRT, /1DVF1551GL-, 40, 300, 300, 19
20442/18725/40B, 20442/18725, STRT, /1DVF1551GL-, 40, 300, 300, 19
20442/18801/40A, 20442/18801, STRT, /1DVF1554GL-, 40, 300, 300, 19
20442/18801/40B, 20442/18801, STRT, /1DVF1554GL-, 40, 300, 300, 19
20442/32691/40A, 20442/32691, STRT, /1DVF1554GL-, 40, 300, 300, 19
20442/32691/40B, 20442/32691, STRT, /1DVF1554GL-, 40, 300, 300, 19
20442/18803/40A, 20442/18803, STRT, /1DVF1554GL-, 40, 300, 300, 19
20442/18803/40B, 20442/18803, STRT, /1DVF1554GL-, 40, 300, 300, 19
20442/18803/40C, 20442/18803, BRCO, /1DVF1554GL-, 40, 150, 150, 19
20442/18802/40A, 20442/18802, BEND, /1DVF1554GL-, 40, 300, 300, 19
20442/18802/40B, 20442/18802, BEND, /1DVF1554GL-, 40, 300, 300, 19
20442/18806/40A, 20442/18806, STRT, /1DVF1554GL-, 40, 300, 300, 19
20442/18806/40B, 20442/18806, STRT, /1DVF1554GL-, 40, 300, 300, 19
20442/68181/40A, 20442/68181, STRT, /1DVF1554GL-, 40, 300, 300, 19
20442/68181/40B, 20442/68181, STRT, /1DVF1554GL-, 40, 300, 300, 19
20442/18823/40A, 20442/18823, STRT, /1DVF1556GL-, 40, 150, 150, 19
20442/18823/40B, 20442/18823, STRT, /1DVF1556GL-, 40, 150, 150, 19
20442/47012/40A, 20442/47012, STRT, /1DVF1556GL-, 40, 150, 150, 19
20442/47012/40B, 20442/47012, STRT, /1DVF1556GL-, 40, 150, 150, 19
20442/18824/40A, 20442/18824, STRT, /1DVF1556GL-, 40, 150, 150, 19
20442/18824/40B, 20442/18824, STRT, /1DVF1556GL-, 40, 150, 150, 19
20442/68203/40A, 20442/68203, STRT, /1DVF1556GL-, 40, 150, 150, 19
20442/68203/40B, 20442/68203, STRT, /1DVF1556GL-, 40, 150, 150, 19
20442/69848/50A, 20442/69848, TAPE, /1DVF1601GL-, 50, 1700, 1250, 23
20442/69848/50B, 20442/69848, TAPE, /1DVF1601GL-, 50, 1700, 800, 23
36826/9219/50A, 36826/9219, STRT, /1DVF1601GL-, 50, 1700, 1250, 23
36826/9219/50B, 36826/9219, STRT, /1DVF1601GL-, 50, 1700, 1250, 23
36826/9219/50C, 36826/9219, BRCO, /1DVF1601GL-, 50, 1700, 800, 23
36826/9219/50D, 36826/9219, BRCO, /1DVF1601GL-, 50, 1700, 800, 23
36826/9216/50A, 36826/9216, STRT, /1DVF1601GL-, 50, 1250, 1700, 23
36826/9216/50B, 36826/9216, STRT, /1DVF1601GL-, 50, 1250, 1700, 23
36826/9213/50A, 36826/9213, STRT, /1DVF1601GL-, 50, 1250, 1700, 23
36826/9213/50B, 36826/9213, STRT, /1DVF1601GL-, 50, 1250, 1700, 23
36826/9211/50A, 36826/9211, STRT, /1DVF1601GL-, 50, 1250, 1700, 23
20442/3358/40A, 20442/3358, STRT, /1DVF2101GL-, 40, 250, 300, 0A
20442/3358/40B, 20442/3358, STRT, /1DVF2101GL-, 40, 250, 300, 0A
20442/34519/40A, 20442/34519, STRT, /1DVF2101GL-, 40, 250, 300, 0A
20442/34519/40B, 20442/34519, STRT, /1DVF2101GL-, 40, 250, 300, 0A
20442/3361/40A, 20442/3361, BEND, /1DVF2101GL-, 40, 250, 300, 0A
20442/3361/40B, 20442/3361, BEND, /1DVF2101GL-, 40, 250, 300, 0A
20442/19174/40A, 20442/19174, STRT, /1DVF2101GL-, 40, 250, 300, 0A
20442/19174/40B, 20442/19174, STRT, /1DVF2101GL-, 40, 250, 300, 0A
20442/19174/40C, 20442/19174, BRCO, /1DVF2101GL-, 40, 200, 200, 0A
20442/19173/40A, 20442/19173, TAPE, /1DVF2101GL-, 40, 300, 250, 0A
20442/19173/40B, 20442/19173, TAPE, /1DVF2101GL-, 40, 300, 200, 0A
20442/19176/40A, 20442/19176, STRT, /1DVF2101GL-, 40, 300, 200, 0A
20442/19176/40B, 20442/19176, STRT, /1DVF2101GL-, 40, 300, 200, 0A
20442/19176/40C, 20442/19176, BRCO, /1DVF2101GL-, 40, 200, 150, 0A
20442/19175/40A, 20442/19175, STRT, /1DVF2101GL-, 40, 300, 200, 0A
20442/19175/40C, 20442/19175, BRCO, /1DVF2101GL-, 40, 200, 150, 0A
20442/19187/40A, 20442/19187, STRT, /1DVF2104GL-, 40, 200, 200, 0A
20442/19187/40B, 20442/19187, STRT, /1DVF2104GL-, 40, 200, 200, 0A
20442/19188/40A, 20442/19188, STRT, /1DVF2104GL-, 40, 200, 200, 0A
20442/19188/40B, 20442/19188, STRT, /1DVF2104GL-, 40, 200, 200, 0A
20442/23001/40A, 20442/23001, STRT, /1DVF2104GL-, 40, 200, 200, 0A
20442/23001/40B, 20442/23001, STRT, /1DVF2104GL-, 40, 200, 200, 0A
20442/24291/40A, 20442/24291, BEND, /1DVF2104GL-, 40, 200, 200, 0A
20442/24291/40B, 20442/24291, BEND, /1DVF2104GL-, 40, 200, 200, 0A
20442/19191/40A, 20442/19191, STRT, /1DVF2104GL-, 40, 200, 200, 0A
20442/19191/40B, 20442/19191, STRT, /1DVF2104GL-, 40, 200, 200, 0A
20442/23015/40A, 20442/23015, STRT, /1DVF2104GL-, 40, 200, 200, 0A
20442/23015/40B, 20442/23015, STRT, /1DVF2104GL-, 40, 200, 200, 0A
20442/56450/40A, 20442/56450, STRT, /1DVF2104GL-, 40, 200, 200, 0A
20442/56450/40B, 20442/56450, STRT, /1DVF2104GL-, 40, 200, 200, 0A
20442/56450/40C, 20442/56450, BRCO, /1DVF2104GL-, 40, 200, 100, 0A
20442/56457/40A, 20442/56457, TAPE, /1DVF2104GL-, 40, 200, 200, 0A
20442/56457/40B, 20442/56457, TAPE, /1DVF2104GL-, 40, 200, 150, 0A
20442/56458/40A, 20442/56458, STRT, /1DVF2104GL-, 40, 200, 150, 0A
20442/56458/40B, 20442/56458, STRT, /1DVF2104GL-, 40, 200, 150, 0A
20442/56462/40A, 20442/56462, BEND, /1DVF2104GL-, 40, 200, 150, 0A
20442/56462/40B, 20442/56462, BEND, /1DVF2104GL-, 40, 200, 150, 0A
20442/56463/40A, 20442/56463, STRT, /1DVF2104GL-, 40, 200, 150, 0A
20442/56463/40B, 20442/56463, STRT, /1DVF2104GL-, 40, 200, 150, 0A
20442/56464/40A, 20442/56464, BEND, /1DVF2104GL-, 40, 200, 150, 0A
20442/56464/40B, 20442/56464, BEND, /1DVF2104GL-, 40, 200, 150, 0A
20442/56466/40A, 20442/56466, STRT, /1DVF2104GL-, 40, 150, 200, 0A
20442/56466/40B, 20442/56466, STRT, /1DVF2104GL-, 40, 150, 200, 0A
20442/56470/40A, 20442/56470, STRT, /1DVF2104GL-, 40, 200, 150, 0A
20442/56470/40B, 20442/56470, STRT, /1DVF2104GL-, 40, 200, 150, 0A
20442/68211/40A, 20442/68211, STRT, /1DVF2104GL-, 40, 200, 150, 0A
20442/68211/40B, 20442/68211, STRT, /1DVF2104GL-, 40, 200, 150, 0A
45018/1752/40A, 45018/1752, STRT, /1DVF2108GL-, 40, 100, 200, 0A
45018/1752/40B, 45018/1752, STRT, /1DVF2108GL-, 40, 100, 200, 0A
20442/19211/40A, 20442/19211, STRT, /1DVF2201GL-, 40, 300, 250, 04
20442/19211/40B, 20442/19211, STRT, /1DVF2201GL-, 40, 300, 250, 04
20442/19211/40C, 20442/19211, BRCO, /1DVF2201GL-, 40, 100, 150, 04
36826/4292/40A, 36826/4292, STRT, /1DVF2201GL-, 40, 300, 250, 04
36826/4292/40B, 36826/4292, STRT, /1DVF2201GL-, 40, 300, 250, 04
20442/7650/40A, 20442/7650, STRT, /1DVF2201GL-, 40, 300, 250, 04
20442/7650/40B, 20442/7650, STRT, /1DVF2201GL-, 40, 300, 250, 04
20442/19214/50A, 20442/19214, STRT, /1DVF2202GL-, 50, 550, 500, 04
20442/19214/50B, 20442/19214, STRT, /1DVF2202GL-, 50, 550, 500, 04
20442/19212/50A, 20442/19212, STRT, /1DVF2202GL-, 50, 550, 500, 04
20442/19212/50B, 20442/19212, STRT, /1DVF2202GL-, 50, 550, 500, 04
20442/19212/50C, 20442/19212, BRCO, /1DVF2202GL-, 50, 450, 500, 04
20442/3686/40A, 20442/3686, TAPE, /1DVF2202GL-, 40, 300, 250, 04
20442/3686/50B, 20442/3686, TAPE, /1DVF2202GL-, 40, 550, 500, 04
20442/23029/50A, 20442/23029, STRT, /1DVF2203GL-, 50, 500, 450, 04
20442/23029/50B, 20442/23029, STRT, /1DVF2203GL-, 50, 500, 450, 04
20442/23030/50A, 20442/23030, STRT, /1DVF2203GL-, 50, 500, 450, 04
20442/23030/50B, 20442/23030, STRT, /1DVF2203GL-, 50, 500, 450, 04
20442/19226/50A, 20442/19226, STRT, /1DVF2203GL-, 50, 450, 500, 04
20442/19226/50B, 20442/19226, STRT, /1DVF2203GL-, 50, 450, 500, 04
20442/19226/50C, 20442/19226, BRCO, /1DVF2203GL-, 50, 500, 400, 04
20442/23372/50A, 20442/23372, TAPE, /1DVF2203GL-, 50, 500, 450, 04
20442/23372/40B, 20442/23372, TAPE, /1DVF2203GL-, 50, 250, 250, 04
20442/24297/40A, 20442/24297, STRT, /1DVF2203GL-, 40, 250, 250, 04
20442/24297/40B, 20442/24297, STRT, /1DVF2203GL-, 40, 250, 250, 04
20442/24298/40A, 20442/24298, STRT, /1DVF2203GL-, 40, 250, 250, 04
20442/24298/40B, 20442/24298, STRT, /1DVF2203GL-, 40, 250, 250, 04
20442/19231/40A, 20442/19231, STRT, /1DVF2203GL-, 40, 250, 250, 04
20442/19231/40B, 20442/19231, STRT, /1DVF2203GL-, 40, 250, 250, 04
20442/19232/40A, 20442/19232, STRT, /1DVF2203GL-, 40, 250, 250, 04
20442/19232/40B, 20442/19232, STRT, /1DVF2203GL-, 40, 250, 250, 04
20442/19233/40A, 20442/19233, STRT, /1DVF2203GL-, 40, 250, 250, 04
20442/19233/40B, 20442/19233, STRT, /1DVF2203GL-, 40, 250, 250, 04
20442/19233/40C, 20442/19233, BRCO, /1DVF2203GL-, 40, 200, 200, 04
20442/19234/40A, 20442/19234, STRT, /1DVF2203GL-, 40, 250, 250, 04
20442/19234/40B, 20442/19234, STRT, /1DVF2203GL-, 40, 250, 250, 04
20442/19236/40A, 20442/19236, STRT, /1DVF2203GL-, 40, 250, 250, 04
20442/19236/40B, 20442/19236, STRT, /1DVF2203GL-, 40, 250, 250, 04
20442/19237/40A, 20442/19237, STRT, /1DVF2203GL-, 40, 250, 250, 04
20442/19237/40B, 20442/19237, STRT, /1DVF2203GL-, 40, 250, 250, 04
20442/19237/40C, 20442/19237, BRCO, /1DVF2203GL-, 40, 200, 200, 04
20442/19238/40A, 20442/19238, STRT, /1DVF2203GL-, 40, 250, 250, 04
20442/19238/40B, 20442/19238, STRT, /1DVF2203GL-, 40, 250, 250, 04
20442/19242/40A, 20442/19242, STRT, /1DVF2203GL-, 40, 250, 250, 04
20442/19242/40B, 20442/19242, STRT, /1DVF2203GL-, 40, 250, 250, 04
20442/19239/40A, 20442/19239, STRT, /1DVF2203GL-, 40, 250, 250, 04
20442/19239/40C, 20442/19239, BRCO, /1DVF2203GL-, 40, 200, 200, 04
20442/3753/50A, 20442/3753, STRT, /1DVF2208GL-, 50, 400, 500, 04
20442/3753/50B, 20442/3753, STRT, /1DVF2208GL-, 50, 400, 500, 04
20442/3754/50A, 20442/3754, STRT, /1DVF2208GL-, 50, 400, 500, 04
20442/3754/50B, 20442/3754, STRT, /1DVF2208GL-, 50, 400, 500, 04
36826/4295/50A, 36826/4295, STRT, /1DVF2208GL-, 50, 400, 500, 04
36826/4295/50B, 36826/4295, STRT, /1DVF2208GL-, 50, 400, 500, 04
36826/4298/50A, 36826/4298, STRT, /1DVF2208GL-, 50, 400, 500, 04
36826/4298/50B, 36826/4298, STRT, /1DVF2208GL-, 50, 400, 500, 04
36826/4301/50A, 36826/4301, STRT, /1DVF2208GL-, 50, 400, 500, 04
36826/4301/50B, 36826/4301, STRT, /1DVF2208GL-, 50, 400, 500, 04
36826/4304/50A, 36826/4304, STRT, /1DVF2208GL-, 50, 400, 500, 04
36826/4304/50B, 36826/4304, STRT, /1DVF2208GL-, 50, 400, 500, 04
20442/19249/50A, 20442/19249, STRT, /1DVF2208GL-, 50, 400, 500, 04
20442/19249/50B, 20442/19249, STRT, /1DVF2208GL-, 50, 400, 500, 04
20442/56788/50A, 20442/56788, STRT, /1DVF2208GL-, 50, 400, 500, 04
20442/56788/50B, 20442/56788, STRT, /1DVF2208GL-, 50, 400, 500, 04
20442/56791/50A, 20442/56791, STRT, /1DVF2208GL-, 50, 400, 500, 04
20442/56791/50B, 20442/56791, STRT, /1DVF2208GL-, 50, 400, 500, 04
20442/56792/50A, 20442/56792, STRT, /1DVF2208GL-, 50, 400, 500, 04
20442/56792/50B, 20442/56792, STRT, /1DVF2208GL-, 50, 400, 500, 04
20442/56795/50A, 20442/56795, BEND, /1DVF2208GL-, 50, 500, 400, 04
20442/56795/50B, 20442/56795, BEND, /1DVF2208GL-, 50, 500, 400, 04
28634/25928/50A, 28634/25928, OFST, /1DVF2208GL-, 50, 400, 500, 04
28634/25928/50B, 28634/25928, OFST, /1DVF2208GL-, 50, 400, 500, 04
20442/56798/50A, 20442/56798, STRT, /1DVF2208GL-, 50, 500, 400, 04
20442/56798/50B, 20442/56798, STRT, /1DVF2208GL-, 50, 500, 400, 04
20442/56801/50A, 20442/56801, STRT, /1DVF2208GL-, 50, 500, 400, 04
20442/56801/50B, 20442/56801, STRT, /1DVF2208GL-, 50, 500, 400, 04
20442/56802/50A, 20442/56802, STRT, /1DVF2208GL-, 50, 500, 400, 04
20442/56802/50B, 20442/56802, STRT, /1DVF2208GL-, 50, 500, 400, 04
20442/56805/50A, 20442/56805, STRT, /1DVF2208GL-, 50, 500, 400, 04
20442/56805/50B, 20442/56805, STRT, /1DVF2208GL-, 50, 500, 400, 04
20442/56809/50A, 20442/56809, BEND, /1DVF2208GL-, 50, 400, 500, 04
20442/56809/50B, 20442/56809, BEND, /1DVF2208GL-, 50, 400, 500, 04
20442/56811/50A, 20442/56811, STRT, /1DVF2208GL-, 50, 500, 400, 04
20442/56811/50B, 20442/56811, STRT, /1DVF2208GL-, 50, 500, 400, 04
20442/56861/50A, 20442/56861, STRT, /1DVF2208GL-, 50, 500, 400, 04
20442/56861/50B, 20442/56861, STRT, /1DVF2208GL-, 50, 500, 400, 04
20442/56863/50A, 20442/56863, BEND, /1DVF2208GL-, 50, 500, 400, 04
20442/56863/50B, 20442/56863, BEND, /1DVF2208GL-, 50, 500, 400, 04
20442/56865/50A, 20442/56865, STRT, /1DVF2208GL-, 50, 500, 400, 04
20442/56865/50B, 20442/56865, STRT, /1DVF2208GL-, 50, 500, 400, 04
20442/56865/40C, 20442/56865, BRCO, /1DVF2208GL-, 40, 300, 300, 04
20442/56870/50A, 20442/56870, STRT, /1DVF2208GL-, 50, 500, 400, 04
20442/56870/50B, 20442/56870, STRT, /1DVF2208GL-, 50, 500, 400, 04
20442/56870/40C, 20442/56870, BRCO, /1DVF2208GL-, 40, 300, 300, 04
20442/56874/50A, 20442/56874, STRT, /1DVF2208GL-, 50, 500, 400, 04
20442/56874/50B, 20442/56874, STRT, /1DVF2208GL-, 50, 500, 400, 04
20442/56874/40C, 20442/56874, BRCO, /1DVF2208GL-, 40, 300, 300, 04
20442/56876/50A, 20442/56876, STRT, /1DVF2208GL-, 50, 500, 400, 04
20442/56876/40C, 20442/56876, BRCO, /1DVF2208GL-, 40, 300, 300, 04
20442/68177/40A, 20442/68177, OFST, /1DVF2216GL-, 40, 150, 100, 04
20442/68177/40B, 20442/68177, OFST, /1DVF2216GL-, 40, 150, 100, 04
20442/19217/40A, 20442/19217, BEND, /1DVF2216GL-, 40, 150, 100, 04
20442/19217/40B, 20442/19217, BEND, /1DVF2216GL-, 40, 150, 100, 04
20442/19222/40A, 20442/19222, STRT, /1DVF2216GL-, 40, 150, 100, 04
20442/19222/40B, 20442/19222, STRT, /1DVF2216GL-, 40, 150, 100, 04
28634/8016/50A, 28634/8016, TAPE, /1DVF2301GL-, 50, 800, 750, 10
28634/8016/50B, 28634/8016, TAPE, /1DVF2301GL-, 50, 550, 500, 10
20442/6827/50A, 20442/6827, STRT, /1DVF2301GL-, 50, 550, 500, 10
20442/6827/50B, 20442/6827, STRT, /1DVF2301GL-, 50, 550, 500, 10
28634/8019/50A, 28634/8019, STRT, /1DVF2301GL-, 50, 550, 500, 10
28634/8019/50B, 28634/8019, STRT, /1DVF2301GL-, 50, 550, 500, 10
20442/19263/50A, 20442/19263, STRT, /1DVF2302GL-, 50, 800, 750, 10
20442/19263/50B, 20442/19263, STRT, /1DVF2302GL-, 50, 800, 750, 10
