Flange Reference, Duct Reference, PDMS Duct Type, Line Number, Flange Height, Duct Length A (mm), Duct Width B (mm), Level
36826/5069/50A, 36826/5069, STRT, /1DVF5605GL-, 50, 1100, 1100, 23
36826/5069/50B, 36826/5069, STRT, /1DVF5605GL-, 50, 1100, 1100, 23
20442/20641/50A, 20442/20641, STRT, /1DVF5605GL-, 50, 1100, 1100, 23
20442/20641/50B, 20442/20641, STRT, /1DVF5605GL-, 50, 1100, 1100, 23
20442/20641/50C, 20442/20641, BRCO, /1DVF5605GL-, 50, 1100, 1100, 23
20442/5887/50B, 20442/5887, STRT, /1DVF6101GL-, 0, 800, 1000, 0A
20442/5888/50A, 20442/5888, BEND, /1DVF6101GL-, 50, 1000, 800, 0A
20442/5888/50B, 20442/5888, BEND, /1DVF6101GL-, 50, 1000, 800, 0A
20442/5889/50A, 20442/5889, STRT, /1DVF6101GL-, 50, 800, 1000, 0A
20442/5889/50B, 20442/5889, STRT, /1DVF6101GL-, 50, 800, 1000, 0A
20442/5890/50A, 20442/5890, STRT, /1DVF6101GL-, 50, 1000, 800, 0A
20442/5890/50B, 20442/5890, STRT, /1DVF6101GL-, 50, 1000, 800, 0A
20442/5890/40C, 20442/5890, BRCO, /1DVF6101GL-, 40, 900, 1000, 0A
20442/5892/50A, 20442/5892, STRT, /1DVF6101GL-, 50, 800, 1000, 0A
20442/5892/50B, 20442/5892, STRT, /1DVF6101GL-, 50, 800, 1000, 0A
28634/2886/50A, 28634/2886, STRT, /1DVF6101GL-, 50, 800, 1000, 0A
28634/2886/40C, 28634/2886, BRCO, /1DVF6101GL-, 40, 900, 1000, 0A
20442/5912/50B, 20442/5912, STRT, /1DVF6113GL-, 0, 900, 700, 0A
20442/5912/40C, 20442/5912, BRCO, /1DVF6113GL-, 40, 1000, 700, 0A
20442/5914/50A, 20442/5914, STRT, /1DVF6113GL-, 50, 900, 700, 0A
20442/5914/50B, 20442/5914, STRT, /1DVF6113GL-, 50, 900, 700, 0A
20442/5914/40C, 20442/5914, BRCO, /1DVF6113GL-, 40, 1000, 700, 0A
20442/34884/50A, 20442/34884, STRT, /1DVF6113GL-, 50, 900, 700, 0A
20442/34884/50B, 20442/34884, STRT, /1DVF6113GL-, 50, 900, 700, 0A
20442/5916/50A, 20442/5916, STRT, /1DVF6113GL-, 50, 900, 700, 0A
20442/5916/50B, 20442/5916, STRT, /1DVF6113GL-, 50, 900, 700, 0A
20442/5916/40C, 20442/5916, BRCO, /1DVF6113GL-, 40, 1000, 700, 0A
20442/34725/50A, 20442/34725, OFST, /1DVF6113GL-, 50, 700, 900, 0A
20442/34725/50B, 20442/34725, OFST, /1DVF6113GL-, 50, 700, 900, 0A
28634/11250/50A, 28634/11250, BEND, /1DVF6113GL-, 50, 900, 700, 0A
28634/11250/50B, 28634/11250, BEND, /1DVF6113GL-, 50, 900, 700, 0A
20442/72248/50A, 20442/72248, STRT, /1DVF6113GL-, 50, 900, 700, 0A
20442/72248/50B, 20442/72248, STRT, /1DVF6113GL-, 50, 900, 700, 0A
20442/72169/50A, 20442/72169, STRT, /1DVF6113GL-, 50, 700, 900, 0A
20442/72169/50B, 20442/72169, STRT, /1DVF6113GL-, 50, 700, 900, 0A
20442/72245/50A, 20442/72245, STRT, /1DVF6113GL-, 50, 900, 700, 0A
20442/72245/50B, 20442/72245, STRT, /1DVF6113GL-, 50, 900, 700, 0A
20442/72242/50A, 20442/72242, TAPE, /1DVF6150GL-, 50, 700, 900, 0A
20442/72242/50B, 20442/72242, TAPE, /1DVF6150GL-, 50, 600, 1000, 0A
20442/72241/50A, 20442/72241, BEND, /1DVF6150GL-, 50, 600, 1000, 0A
20442/72241/50B, 20442/72241, BEND, /1DVF6150GL-, 50, 600, 1000, 0A
20442/69233/50A, 20442/69233, STRT, /1DVF6150GL-, 50, 600, 1000, 0A
20442/69233/50B, 20442/69233, STRT, /1DVF6150GL-, 50, 600, 1000, 0A
36826/782/50B, 36826/782, STRT, /1DVF6202GL-, 0, 900, 800, 04
28634/4964/50A, 28634/4964, BEND, /1DVF6202GL-, 50, 800, 900, 04
28634/4964/40B, 28634/4964, BEND, /1DVF6202GL-, 50, 700, 900, 04
36826/783/50B, 36826/783, STRT, /1DVF6204GL-, 0, 900, 800, 04
28634/4963/50A, 28634/4963, BEND, /1DVF6204GL-, 50, 800, 900, 04
28634/4963/40B, 28634/4963, BEND, /1DVF6204GL-, 50, 700, 900, 04
36826/784/50B, 36826/784, STRT, /1DVF6206GL-, 0, 900, 800, 04
28634/4961/50A, 28634/4961, BEND, /1DVF6206GL-, 50, 800, 900, 04
28634/4961/40B, 28634/4961, BEND, /1DVF6206GL-, 50, 700, 900, 04
20442/5957/50A, 20442/5957, STRT, /1DVF6208GL-, 50, 500, 500, 04
20442/5957/50B, 20442/5957, STRT, /1DVF6208GL-, 50, 500, 500, 04
20442/69220/50A, 20442/69220, OFST, /1DVF6208GL-, 50, 500, 500, 04
20442/69220/50B, 20442/69220, OFST, /1DVF6208GL-, 50, 500, 500, 04
20442/5959/50A, 20442/5959, STRT, /1DVF6208GL-, 50, 500, 500, 04
20442/5959/50B, 20442/5959, STRT, /1DVF6208GL-, 50, 500, 500, 04
28634/2898/50A, 28634/2898, STRT, /1DVF6208GL-, 50, 500, 500, 04
28634/2898/50B, 28634/2898, STRT, /1DVF6208GL-, 50, 500, 500, 04
28634/2899/50A, 28634/2899, STRT, /1DVF6208GL-, 50, 500, 500, 04
28634/2899/50B, 28634/2899, STRT, /1DVF6208GL-, 50, 500, 500, 04
28634/2900/50A, 28634/2900, STRT, /1DVF6208GL-, 50, 500, 500, 04
28634/2900/50B, 28634/2900, STRT, /1DVF6208GL-, 50, 500, 500, 04
20442/59927/50A, 20442/59927, BEND, /1DVF6208GL-, 50, 500, 500, 04
20442/59927/50B, 20442/59927, BEND, /1DVF6208GL-, 50, 500, 500, 04
20442/59928/50A, 20442/59928, STRT, /1DVF6208GL-, 50, 500, 500, 04
20442/59928/50B, 20442/59928, STRT, /1DVF6208GL-, 50, 500, 500, 04
20442/59931/50A, 20442/59931, STRT, /1DVF6208GL-, 50, 500, 500, 04
20442/59931/50B, 20442/59931, STRT, /1DVF6208GL-, 50, 500, 500, 04
20442/59932/50A, 20442/59932, OFST, /1DVF6208GL-, 50, 500, 500, 04
20442/59932/50B, 20442/59932, OFST, /1DVF6208GL-, 50, 500, 500, 04
20442/59933/50A, 20442/59933, STRT, /1DVF6208GL-, 50, 500, 500, 04
20442/59933/50B, 20442/59933, STRT, /1DVF6208GL-, 50, 500, 500, 04
20442/59936/50A, 20442/59936, STRT, /1DVF6208GL-, 50, 500, 500, 04
20442/59936/50B, 20442/59936, STRT, /1DVF6208GL-, 50, 500, 500, 04
20442/59939/50A, 20442/59939, STRT, /1DVF6208GL-, 50, 500, 500, 04
20442/59939/50B, 20442/59939, STRT, /1DVF6208GL-, 50, 500, 500, 04
20442/59989/50A, 20442/59989, STRT, /1DVF6208GL-, 50, 500, 500, 04
20442/59989/50B, 20442/59989, STRT, /1DVF6208GL-, 50, 500, 500, 04
20442/59992/50A, 20442/59992, STRT, /1DVF6208GL-, 50, 500, 500, 04
20442/59992/50B, 20442/59992, STRT, /1DVF6208GL-, 50, 500, 500, 04
20442/59995/50A, 20442/59995, STRT, /1DVF6208GL-, 50, 500, 500, 04
20442/59995/50B, 20442/59995, STRT, /1DVF6208GL-, 50, 500, 500, 04
20442/59998/50A, 20442/59998, STRT, /1DVF6208GL-, 50, 500, 500, 04
20442/59998/50B, 20442/59998, STRT, /1DVF6208GL-, 50, 500, 500, 04
20442/60001/50A, 20442/60001, STRT, /1DVF6208GL-, 50, 500, 500, 04
20442/60001/50B, 20442/60001, STRT, /1DVF6208GL-, 50, 500, 500, 04
20442/60002/50A, 20442/60002, BEND, /1DVF6208GL-, 50, 500, 500, 04
20442/60002/50B, 20442/60002, BEND, /1DVF6208GL-, 50, 500, 500, 04
20442/60003/50A, 20442/60003, STRT, /1DVF6208GL-, 50, 500, 500, 04
20442/60003/50B, 20442/60003, STRT, /1DVF6208GL-, 50, 500, 500, 04
20442/60006/50A, 20442/60006, STRT, /1DVF6208GL-, 50, 500, 500, 04
20442/60006/50B, 20442/60006, STRT, /1DVF6208GL-, 50, 500, 500, 04
20442/60008/50A, 20442/60008, BEND, /1DVF6208GL-, 50, 500, 500, 04
20442/60008/50B, 20442/60008, BEND, /1DVF6208GL-, 50, 500, 500, 04
20442/60009/50A, 20442/60009, STRT, /1DVF6208GL-, 50, 500, 500, 04
20442/60009/50B, 20442/60009, STRT, /1DVF6208GL-, 50, 500, 500, 04
20442/60009/40C, 20442/60009, BRCO, /1DVF6208GL-, 40, 500, 400, 04
20442/60015/50A, 20442/60015, STRT, /1DVF6208GL-, 50, 500, 500, 04
20442/60015/40C, 20442/60015, BRCO, /1DVF6208GL-, 40, 500, 400, 04
20442/69188/50A, 20442/69188, STRT, /1DVF6290GL-, 50, 1000, 600, 04
20442/69188/50B, 20442/69188, STRT, /1DVF6290GL-, 50, 1000, 600, 04
20442/69189/50A, 20442/69189, TAPE, /1DVF6290GL-, 50, 1000, 600, 04
20442/69189/50B, 20442/69189, TAPE, /1DVF6290GL-, 50, 1000, 700, 04
20442/69190/50A, 20442/69190, STRT, /1DVF6290GL-, 50, 1000, 700, 04
20442/69190/50B, 20442/69190, STRT, /1DVF6290GL-, 50, 1000, 700, 04
20442/69190/50C, 20442/69190, BRCO, /1DVF6290GL-, 50, 500, 500, 04
20442/69195/50A, 20442/69195, STRT, /1DVF6290GL-, 50, 1000, 700, 04
20442/69195/50B, 20442/69195, STRT, /1DVF6290GL-, 50, 1000, 700, 04
20442/69197/50A, 20442/69197, STRT, /1DVF6290GL-, 50, 1000, 700, 04
20442/69197/50B, 20442/69197, STRT, /1DVF6290GL-, 50, 1000, 700, 04
20442/69211/50A, 20442/69211, STRT, /1DVF6290GL-, 50, 1000, 700, 04
20442/69211/50B, 20442/69211, STRT, /1DVF6290GL-, 50, 1000, 700, 04
20442/21400/50B, 20442/21400, STRT, /1DVF6211GL-, 0, 500, 500, 04
20442/21400/40C, 20442/21400, BRCO, /1DVF6211GL-, 40, 500, 400, 04
20442/21399/50A, 20442/21399, STRT, /1DVF6211GL-, 50, 500, 500, 04
20442/21399/50B, 20442/21399, STRT, /1DVF6211GL-, 50, 500, 500, 04
20442/21399/40C, 20442/21399, BRCO, /1DVF6211GL-, 40, 500, 400, 04
20442/22901/50A, 20442/22901, STRT, /1DVF6211GL-, 50, 500, 500, 04
20442/22901/50B, 20442/22901, STRT, /1DVF6211GL-, 50, 500, 500, 04
20442/66659/50B, 20442/66659, STRT, /1DVF6220GL-, 0, 1000, 800, 04
20442/31468/50A, 20442/31468, STRT, /1DVF6220GL-, 50, 1000, 800, 04
20442/31468/50B, 20442/31468, STRT, /1DVF6220GL-, 50, 1000, 800, 04
20442/31468/40C, 20442/31468, BRCO, /1DVF6220GL-, 40, 1000, 800, 04
20442/31470/50A, 20442/31470, STRT, /1DVF6220GL-, 50, 1000, 800, 04
20442/31470/50B, 20442/31470, STRT, /1DVF6220GL-, 50, 1000, 800, 04
20442/31470/40C, 20442/31470, BRCO, /1DVF6220GL-, 40, 1000, 800, 04
20442/31472/50A, 20442/31472, STRT, /1DVF6220GL-, 50, 1000, 800, 04
20442/31472/50B, 20442/31472, STRT, /1DVF6220GL-, 50, 1000, 800, 04
20442/31472/40C, 20442/31472, BRCO, /1DVF6220GL-, 40, 1000, 800, 04
20442/31474/50A, 20442/31474, STRT, /1DVF6220GL-, 50, 1000, 800, 04
20442/31474/50B, 20442/31474, STRT, /1DVF6220GL-, 50, 1000, 800, 04
20442/31477/50A, 20442/31477, STRT, /1DVF6220GL-, 50, 800, 1000, 04
20442/31477/50B, 20442/31477, STRT, /1DVF6220GL-, 50, 800, 1000, 04
20442/69238/50A, 20442/69238, STRT, /1DVF6250GL-, 50, 600, 1000, 04
20442/69238/50B, 20442/69238, STRT, /1DVF6250GL-, 50, 600, 1000, 04
20442/74791/50A, 20442/74791, STRT, /1DVF6250GL-, 50, 600, 1000, 04
20442/74791/50B, 20442/74791, STRT, /1DVF6250GL-, 50, 600, 1000, 04
20442/69241/50A, 20442/69241, STRT, /1DVF6250GL-, 50, 600, 1000, 04
20442/69241/50B, 20442/69241, STRT, /1DVF6250GL-, 50, 600, 1000, 04
20442/69241/50C, 20442/69241, BRCO, /1DVF6250GL-, 50, 500, 500, 04
20442/69247/50A, 20442/69247, STRT, /1DVF6250GL-, 50, 600, 1000, 04
20442/69247/50B, 20442/69247, STRT, /1DVF6250GL-, 50, 600, 1000, 04
20442/69247/50C, 20442/69247, BRCO, /1DVF6250GL-, 50, 1000, 800, 04
20442/69253/50A, 20442/69253, STRT, /1DVF6250GL-, 50, 600, 1000, 04
20442/69253/50B, 20442/69253, STRT, /1DVF6250GL-, 50, 600, 1000, 04
20442/69251/50A, 20442/69251, STRT, /1DVF6250GL-, 50, 600, 1000, 04
20442/69251/50B, 20442/69251, STRT, /1DVF6250GL-, 50, 600, 1000, 04
20442/6026/50A, 20442/6026, STRT, /1DVF6301GL-, 50, 800, 700, 10
20442/6026/50B, 20442/6026, STRT, /1DVF6301GL-, 50, 800, 700, 10
20442/6026/40C, 20442/6026, BRCO, /1DVF6301GL-, 40, 800, 700, 10
20442/6028/50A, 20442/6028, STRT, /1DVF6301GL-, 50, 800, 700, 10
20442/6028/50B, 20442/6028, STRT, /1DVF6301GL-, 50, 800, 700, 10
20442/6028/40C, 20442/6028, BRCO, /1DVF6301GL-, 40, 800, 700, 10
20442/6030/50A, 20442/6030, STRT, /1DVF6301GL-, 50, 800, 700, 10
20442/6030/40C, 20442/6030, BRCO, /1DVF6301GL-, 40, 800, 700, 10
20442/6044/50A, 20442/6044, STRT, /1DVF6308GL-, 50, 700, 700, 10
20442/6044/50B, 20442/6044, STRT, /1DVF6308GL-, 50, 700, 700, 10
20442/69200/50A, 20442/69200, STRT, /1DVF6390GL-, 50, 1000, 600, 14
20442/69200/50B, 20442/69200, STRT, /1DVF6390GL-, 50, 1000, 600, 14
20442/69202/50A, 20442/69202, TAPE, /1DVF6390GL-, 50, 1000, 600, 10
20442/69202/50B, 20442/69202, TAPE, /1DVF6390GL-, 50, 1000, 700, 10
20442/69204/50A, 20442/69204, STRT, /1DVF6390GL-, 50, 1000, 700, 10
20442/69204/50B, 20442/69204, STRT, /1DVF6390GL-, 50, 1000, 700, 10
20442/69204/50C, 20442/69204, BRCO, /1DVF6390GL-, 50, 700, 800, 10
20442/69207/50A, 20442/69207, STRT, /1DVF6390GL-, 50, 700, 1000, 10
20442/69207/50B, 20442/69207, STRT, /1DVF6390GL-, 50, 700, 1000, 10
20442/69209/50A, 20442/69209, STRT, /1DVF6390GL-, 50, 700, 1000, 10
20442/69209/50B, 20442/69209, STRT, /1DVF6390GL-, 50, 700, 1000, 10
20442/69222/50A, 20442/69222, TAPE, /1DVF6390GL-, 50, 700, 1000, 10
20442/69222/50B, 20442/69222, TAPE, /1DVF6390GL-, 50, 600, 1000, 10
20442/6074/50B, 20442/6074, STRT, /1DVF6314GL-, 0, 800, 1000, 10
20442/6074/40C, 20442/6074, BRCO, /1DVF6314GL-, 40, 1000, 800, 10
20442/6072/50A, 20442/6072, STRT, /1DVF6314GL-, 50, 800, 1000, 10
20442/6072/50B, 20442/6072, STRT, /1DVF6314GL-, 50, 800, 1000, 10
20442/6070/50A, 20442/6070, STRT, /1DVF6314GL-, 50, 800, 1000, 10
20442/6070/50B, 20442/6070, STRT, /1DVF6314GL-, 50, 800, 1000, 10
20442/6070/40C, 20442/6070, BRCO, /1DVF6314GL-, 40, 1000, 800, 10
28634/3728/50A, 28634/3728, STRT, /1DVF6314GL-, 50, 800, 1000, 10
28634/3728/50B, 28634/3728, STRT, /1DVF6314GL-, 50, 800, 1000, 10
28634/3729/50A, 28634/3729, STRT, /1DVF6314GL-, 50, 800, 1000, 10
28634/3729/50B, 28634/3729, STRT, /1DVF6314GL-, 50, 800, 1000, 10
28634/3729/40C, 28634/3729, BRCO, /1DVF6314GL-, 40, 1000, 800, 10
20442/6069/50A, 20442/6069, BEND, /1DVF6314GL-, 50, 1000, 800, 10
20442/6069/50B, 20442/6069, BEND, /1DVF6314GL-, 50, 1000, 800, 10
20442/22540/50A, 20442/22540, STRT, /1DVF6314GL-, 50, 1000, 800, 10
20442/22540/50B, 20442/22540, STRT, /1DVF6314GL-, 50, 1000, 800, 10
20442/60303/50A, 20442/60303, STRT, /1DVF6314GL-, 50, 1000, 800, 10
20442/60303/50B, 20442/60303, STRT, /1DVF6314GL-, 50, 1000, 800, 10
20442/61167/50A, 20442/61167, STRT, /1DVF6314GL-, 50, 1000, 800, 10
20442/61167/50B, 20442/61167, STRT, /1DVF6314GL-, 50, 1000, 800, 10
20442/60309/50A, 20442/60309, STRT, /1DVF6314GL-, 50, 1000, 800, 10
20442/60309/50B, 20442/60309, STRT, /1DVF6314GL-, 50, 1000, 800, 10
20442/60312/50A, 20442/60312, STRT, /1DVF6314GL-, 50, 1000, 800, 10
20442/60312/50B, 20442/60312, STRT, /1DVF6314GL-, 50, 1000, 800, 10
20442/60155/50A, 20442/60155, STRT, /1DVF6314GL-, 50, 1000, 800, 10
20442/60155/50B, 20442/60155, STRT, /1DVF6314GL-, 50, 1000, 800, 10
20442/60156/50A, 20442/60156, STRT, /1DVF6314GL-, 50, 1000, 800, 10
20442/60156/50B, 20442/60156, STRT, /1DVF6314GL-, 50, 1000, 800, 10
20442/60160/50A, 20442/60160, STRT, /1DVF6314GL-, 50, 1000, 800, 10
20442/60160/50B, 20442/60160, STRT, /1DVF6314GL-, 50, 1000, 800, 10
20442/60163/50A, 20442/60163, STRT, /1DVF6314GL-, 50, 1000, 800, 10
20442/60163/50B, 20442/60163, STRT, /1DVF6314GL-, 50, 1000, 800, 10
20442/25914/50A, 20442/25914, TAPE, /1DVF6314GL-, 50, 500, 600, 10
20442/25914/50B, 20442/25914, TAPE, /1DVF6314GL-, 50, 800, 1000, 10
20442/36637/50A, 20442/36637, STRT, /1DVF6314GL-, 50, 800, 1000, 10
20442/36637/50B, 20442/36637, STRT, /1DVF6314GL-, 50, 800, 1000, 10
20442/36637/50C, 20442/36637, BRCO, /1DVF6314GL-, 50, 1000, 800, 10
28634/26867/50A, 28634/26867, OFST, /1DVF6314GL-, 50, 800, 1000, 10
28634/26867/50B, 28634/26867, OFST, /1DVF6314GL-, 50, 800, 1000, 10
28634/3735/50A, 28634/3735, STRT, /1DVF6314GL-, 50, 1000, 800, 10
28634/3735/50B, 28634/3735, STRT, /1DVF6314GL-, 50, 1000, 800, 10
20442/6091/50B, 20442/6091, STRT, /1DVF6319GL-, 0, 600, 500, 10
20442/6091/40C, 20442/6091, BRCO, /1DVF6319GL-, 40, 600, 400, 10
20442/6089/50A, 20442/6089, STRT, /1DVF6319GL-, 50, 600, 500, 10
20442/6089/50B, 20442/6089, STRT, /1DVF6319GL-, 50, 600, 500, 10
20442/6089/40C, 20442/6089, BRCO, /1DVF6319GL-, 40, 600, 400, 10
28634/3745/50A, 28634/3745, STRT, /1DVF6319GL-, 50, 500, 600, 10
28634/3745/50B, 28634/3745, STRT, /1DVF6319GL-, 50, 500, 600, 10
20442/6087/50A, 20442/6087, BEND, /1DVF6319GL-, 50, 600, 500, 10
20442/6087/50B, 20442/6087, BEND, /1DVF6319GL-, 50, 600, 500, 10
20442/69256/50A, 20442/69256, TAPE, /1DVF6350GL-, 50, 600, 1000, 10
20442/69256/50B, 20442/69256, TAPE, /1DVF6350GL-, 50, 700, 1000, 10
20442/69260/50A, 20442/69260, STRT, /1DVF6350GL-, 50, 700, 1000, 10
20442/69260/50B, 20442/69260, STRT, /1DVF6350GL-, 50, 700, 1000, 10
20442/69268/50A, 20442/69268, STRT, /1DVF6350GL-, 50, 700, 1000, 10
20442/69268/50B, 20442/69268, STRT, /1DVF6350GL-, 50, 700, 1000, 10
20442/69270/50A, 20442/69270, STRT, /1DVF6350GL-, 50, 700, 1000, 10
20442/69270/50B, 20442/69270, STRT, /1DVF6350GL-, 50, 700, 1000, 10
20442/69270/50C, 20442/69270, BRCO, /1DVF6350GL-, 50, 800, 1000, 10
20442/69274/50A, 20442/69274, TAPE, /1DVF6350GL-, 50, 700, 1000, 10
20442/69274/50B, 20442/69274, TAPE, /1DVF6350GL-, 50, 600, 1000, 10
28634/26865/50A, 28634/26865, STRT, /1DVF6350GL-, 50, 600, 1000, 10
28634/26865/50B, 28634/26865, STRT, /1DVF6350GL-, 50, 600, 1000, 10
28634/4/50B, 28634/4, STRT, /1DVF6401GL-, 0, 1000, 800, 14
28634/20656/50A, 28634/20656, STRT, /1DVF6401GL-, 50, 1000, 800, 14
28634/20656/50B, 28634/20656, STRT, /1DVF6401GL-, 50, 1000, 800, 14
28634/20656/50C, 28634/20656, BRCO, /1DVF6401GL-, 50, 850, 550, 14
36826/8452/50A, 36826/8452, STRT, /1DVF6401GL-, 50, 550, 850, 14
36826/8452/50B, 36826/8452, STRT, /1DVF6401GL-, 50, 550, 850, 14
36826/8453/50A, 36826/8453, BEND, /1DVF6401GL-, 50, 850, 550, 14
36826/8453/50B, 36826/8453, BEND, /1DVF6401GL-, 50, 850, 550, 14
36826/8455/50A, 36826/8455, BEND, /1DVF6401GL-, 50, 850, 550, 14
36826/8455/50B, 36826/8455, BEND, /1DVF6401GL-, 50, 850, 550, 14
36826/8456/50A, 36826/8456, OFST, /1DVF6401GL-, 50, 550, 850, 14
36826/8456/50B, 36826/8456, OFST, /1DVF6401GL-, 50, 550, 850, 14
36826/8458/50A, 36826/8458, STRT, /1DVF6401GL-, 50, 550, 850, 14
36826/8458/50B, 36826/8458, STRT, /1DVF6401GL-, 50, 550, 850, 14
36826/8458/50C, 36826/8458, BRCO, /1DVF6401GL-, 50, 900, 500, 14
36826/8460/50A, 36826/8460, TAPE, /1DVF6401GL-, 50, 550, 850, 14
36826/8460/50B, 36826/8460, TAPE, /1DVF6401GL-, 50, 400, 850, 14
20442/49085/50A, 20442/49085, STRT, /1DVF6401GL-, 50, 400, 850, 14
20442/49085/50B, 20442/49085, STRT, /1DVF6401GL-, 50, 400, 850, 14
20442/49086/50A, 20442/49086, BEND, /1DVF6401GL-, 50, 400, 850, 14
20442/49086/50B, 20442/49086, BEND, /1DVF6401GL-, 50, 400, 850, 14
20442/49087/50A, 20442/49087, STRT, /1DVF6401GL-, 50, 400, 850, 14
20442/49087/50B, 20442/49087, STRT, /1DVF6401GL-, 50, 400, 850, 14
20442/49088/50A, 20442/49088, BEND, /1DVF6401GL-, 50, 400, 850, 14
20442/49088/50B, 20442/49088, BEND, /1DVF6401GL-, 50, 400, 850, 14
20442/60427/50A, 20442/60427, STRT, /1DVF6401GL-, 50, 850, 400, 14
20442/60427/50B, 20442/60427, STRT, /1DVF6401GL-, 50, 850, 400, 14
20442/60430/50A, 20442/60430, STRT, /1DVF6401GL-, 50, 400, 850, 14
20442/60430/50B, 20442/60430, STRT, /1DVF6401GL-, 50, 400, 850, 14
20442/60431/50A, 20442/60431, STRT, /1DVF6401GL-, 50, 400, 850, 14
20442/60431/50B, 20442/60431, STRT, /1DVF6401GL-, 50, 400, 850, 14
20442/60434/50A, 20442/60434, STRT, /1DVF6401GL-, 50, 400, 850, 14
20442/60434/50B, 20442/60434, STRT, /1DVF6401GL-, 50, 400, 850, 14
20442/60434/40C, 20442/60434, BRCO, /1DVF6401GL-, 40, 900, 500, 14
20442/60436/50A, 20442/60436, TAPE, /1DVF6401GL-, 50, 400, 850, 14
20442/60436/50B, 20442/60436, TAPE, /1DVF6401GL-, 50, 400, 500, 14
20442/60437/50A, 20442/60437, STRT, /1DVF6401GL-, 50, 400, 500, 14
20442/60437/50B, 20442/60437, STRT, /1DVF6401GL-, 50, 400, 500, 14
20442/60440/50A, 20442/60440, STRT, /1DVF6401GL-, 50, 400, 500, 14
20442/60440/50B, 20442/60440, STRT, /1DVF6401GL-, 50, 400, 500, 14
20442/60441/50A, 20442/60441, STRT, /1DVF6401GL-, 50, 400, 500, 14
20442/60441/40C, 20442/60441, BRCO, /1DVF6401GL-, 40, 900, 500, 14
36826/8435/50A, 36826/8435, STRT, /1DVF6402GL-, 50, 800, 1000, 14
36826/8435/50B, 36826/8435, STRT, /1DVF6402GL-, 50, 800, 1000, 14
36826/8436/50A, 36826/8436, BEND, /1DVF6402GL-, 50, 1000, 800, 14
36826/8436/50B, 36826/8436, BEND, /1DVF6402GL-, 50, 500, 800, 14
28634/23210/50A, 28634/23210, STRT, /1DVF6402GL-, 50, 800, 500, 14
28634/23210/50B, 28634/23210, STRT, /1DVF6402GL-, 50, 800, 500, 14
36826/8438/50A, 36826/8438, STRT, /1DVF6402GL-, 50, 800, 500, 14
36826/8438/50B, 36826/8438, STRT, /1DVF6402GL-, 50, 800, 500, 14
36826/8438/40C, 36826/8438, BRCO, /1DVF6402GL-, 40, 900, 500, 14
36826/8440/50A, 36826/8440, STRT, /1DVF6402GL-, 50, 800, 500, 14
36826/8440/40C, 36826/8440, BRCO, /1DVF6402GL-, 40, 900, 500, 14
28634/29/50A, 28634/29, STRT, /1DVF6410GL-, 50, 900, 900, 14
28634/29/50B, 28634/29, STRT, /1DVF6410GL-, 50, 900, 900, 14
20442/23380/50B, 20442/23380, STRT, /1DVF6415GL-, 0, 1000, 800, 14
20442/23380/50C, 20442/23380, BRCO, /1DVF6415GL-, 50, 1000, 800, 14
20442/23380/50D, 20442/23380, BRCO, /1DVF6415GL-, 50, 1000, 800, 14
28634/3767/50A, 28634/3767, STRT, /1DVF6415GL-, 50, 1000, 800, 14
28634/3767/50B, 28634/3767, STRT, /1DVF6415GL-, 50, 1000, 800, 14
28634/3766/50A, 28634/3766, STRT, /1DVF6415GL-, 50, 1000, 800, 14
28634/3766/50B, 28634/3766, STRT, /1DVF6415GL-, 50, 1000, 800, 14
28634/11335/50A, 28634/11335, STRT, /1DVF6415GL-, 50, 1000, 800, 14
28634/11335/50B, 28634/11335, STRT, /1DVF6415GL-, 50, 1000, 800, 14
28634/3764/50A, 28634/3764, STRT, /1DVF6415GL-, 50, 1000, 800, 14
28634/3764/50B, 28634/3764, STRT, /1DVF6415GL-, 50, 1000, 800, 14
28634/3765/50A, 28634/3765, STRT, /1DVF6415GL-, 50, 1000, 800, 14
28634/3765/50B, 28634/3765, STRT, /1DVF6415GL-, 50, 1000, 800, 14
20442/24114/50A, 20442/24114, STRT, /1DVF6415GL-, 50, 1000, 800, 14
20442/24114/50B, 20442/24114, STRT, /1DVF6415GL-, 50, 1000, 800, 14
20442/24113/50A, 20442/24113, BEND, /1DVF6415GL-, 50, 1000, 800, 14
20442/24113/50B, 20442/24113, BEND, /1DVF6415GL-, 50, 1000, 800, 14
20442/60471/50A, 20442/60471, STRT, /1DVF6415GL-, 50, 1000, 800, 14
20442/60471/50B, 20442/60471, STRT, /1DVF6415GL-, 50, 1000, 800, 14
20442/60474/50A, 20442/60474, STRT, /1DVF6415GL-, 50, 1000, 800, 14
20442/60474/50B, 20442/60474, STRT, /1DVF6415GL-, 50, 1000, 800, 14
20442/60477/50A, 20442/60477, STRT, /1DVF6415GL-, 50, 1000, 800, 14
20442/60477/50B, 20442/60477, STRT, /1DVF6415GL-, 50, 1000, 800, 14
20442/60477/50C, 20442/60477, BRCO, /1DVF6415GL-, 50, 800, 800, 14
20442/60481/50A, 20442/60481, STRT, /1DVF6415GL-, 50, 1000, 800, 14
20442/60481/50B, 20442/60481, STRT, /1DVF6415GL-, 50, 1000, 800, 14
20442/60484/50A, 20442/60484, STRT, /1DVF6415GL-, 50, 1000, 800, 14
20442/60484/50B, 20442/60484, STRT, /1DVF6415GL-, 50, 1000, 800, 14
